cif_id,target
Pt1Sn1Sr1_ICSD_412012,-4.216767667
Os2Tb1_ICSD_647822,-4.597656066
Ba1O3Pr1_ICSD_163755,-4.381586831
Er1Mg2_ICSD_657544,-4.174784264
As2Ni1_ICSD_41725,-4.293254062
H3Pd1Yb1_ICSD_638422,-4.011637278
Cu1Sn1Y1_ICSD_416544,-4.267663346
F6K2Ni1_ICSD_41416,-3.990255991
O7V2Y2_ICSD_160865,-4.504401552
C1Ge1Ni3_ICSD_77001,-4.339303342
Al1O2Rb1_ICSD_28373,-4.297359261
Co1Si1V1_ICSD_409847,-4.545734586
Ca3N2_ICSD_50991,-4.245545397
K2O1_ICSD_180571,-3.778113903
B2Hf3Ir5_ICSD_44316,-4.658494253
Se1Tl1_ICSD_652064,-3.9695946
Ho1In1Pd1_ICSD_153006,-4.302158019
Co1O6Pt3_ICSD_35338,-4.416328635
In1Te2Tl1_ICSD_16245,-4.032232592
Sn1Y1Zn1_ICSD_152622,-4.224830259
Fe2In1Ti1_ICSD_186056,-4.401904702
Br1Li3O1_ICSD_67265,-3.881474048
Cu1Na1Se1_ICSD_12155,-3.959077397
In1Pt2Sc1_ICSD_59502,-4.399650149
In1Pd2Tb2_ICSD_54484,-4.315139384
Si1Sr1Zn1_ICSD_86388,-4.140654516
Nb3Si2_ICSD_645431,-4.636423743
As2K2Ni1_ICSD_300120,-4.023298875
Pu1Ru1_ICSD_105865,-4.453078728
K1_ICSD_44669,-3.341251406
Hf1N2_ICSD_290428,-4.546437056
C2Os1_ICSD_168279,-4.683725545
Fe1Hf4P1_ICSD_632255,-4.4845832
Ag1Al1Se2_ICSD_28745,-4.147108476
Al1Mn1Ni2_ICSD_57976,-4.305757303
Cr3N1Pt1_ICSD_53142,-4.190111154
Ho1Os2_ICSD_639530,-4.598356529
As2O6Sr1_ICSD_420297,-4.349765351
Ba1Ga2_ICSD_150472,-4.021328839
Mg1Pt1Sb1_ICSD_44826,-4.284081018
Re2Sc1_ICSD_105890,-4.681196073
Ge1O2_ICSD_281600,-4.42781173
Ge3La2Li2_ICSD_262431,-4.186248263
Au1Ga2_ICSD_150958,-3.963678573
P1U1_ICSD_150959,-4.335141871
Cl6Te1Tl2_ICSD_26705,-3.926343958
K1Nb1O3_ICSD_9533,-4.47011685
Pd1Sb1Tb1_ICSD_648792,-4.345649198
O4Pd3Sr1_ICSD_16537,-4.294068755
As1Ga1_ICSD_41992,-4.151056298
Sb1_ICSD_52227,-4.268881236
Pt1Sb1Se1_ICSD_649563,-4.353621764
Ca1O2_ICSD_20275,-4.240137333
Ru4Sb12Sr1_ICSD_42962,-4.365108786
Fe1Sb1V1_ICSD_53539,-4.444028171
Bi1_ICSD_52724,-4.223895473
Cu1Pt7_ICSD_108775,-4.446731243
O2S1Sc2_ICSD_2450,-4.462212377
C1N2_ICSD_247677,-5.004900327
Os2Si2U1_ICSD_604008,-4.620843201
Cs1H1_ICSD_53236,-3.423256797
Bi1Cu1Mg1_ICSD_58774,-4.100926207
B6Y1_ICSD_54730,-4.48673844
Er3Ge13Ir4_ICSD_630617,-4.37386913
Ag1C1_ICSD_183175,-4.104673053
Ni2Si2Th1_ICSD_18159,-4.452145333
Li3N1_ICSD_156889,-3.946218799
Al2Ho1_ICSD_57911,-4.339596561
Er1Tl3_ICSD_103313,-3.979195532
Be1Hf1Si1_ICSD_108103,-4.479058178
Pt3Zr1_ICSD_105858,-4.568991859
S2Ta1_ICSD_24756,-4.511295616
Cd1Dy2Se4_ICSD_246499,-4.283624325
Dy1Tl1_ICSD_103375,-4.217526659
Co1P1Ta4_ICSD_624637,-4.655615587
C60Rb6_ICSD_66880,-4.657642468
Al3Ni2Th1_ICSD_58061,-4.403092962
Dy3Os1_ICSD_630049,-4.431421659
C1Ge1_ICSD_182364,-4.291649647
C1W2_ICSD_108194,-4.741379476
La1Rh1Si2_ICSD_602316,-4.432070676
Al1Pd1Tb1_ICSD_54938,-4.341154224
C1Er5Ge3_ICSD_617665,-4.375520917
O7Pt2Sb2_ICSD_108965,-4.343172834
C6Cr3W20_ICSD_617559,-4.753750151
Ho1Os2Si2_ICSD_56234,-4.592079087
Dy1In1Ni1_ICSD_55846,-4.288234094
Sn1Te3Tl4_ICSD_104191,-3.963990256
Zn1Zr1_ICSD_181290,-4.376034714
Ir1O2_ICSD_56009,-4.520266375
C1Mg1N2_ICSD_44110,-4.60008411
Er1Ge1_ICSD_42380,-4.324629574
Hf1Pd1Sn1_ICSD_106773,-4.443129669
Ga1Hf1Rh1_ICSD_634326,-4.491314098
Ag2Ho1_ICSD_58278,-4.124043277
C1Tl1Zr2_ICSD_618976,-4.503547785
Al9Ba1Co2_ICSD_606143,-4.315487665
Ge1Mg1O3_ICSD_160824,-4.350314731
Mo1N1_ICSD_168365,-4.701142559
Sb3Y4_ICSD_651736,-4.337311094
Cl1Na3O1_ICSD_67319,-3.795793167
Cu6Ga5Mg2_ICSD_240092,-4.06273343
B2Nb3_ICSD_107319,-4.699176343
Cl6K2Pt1_ICSD_2582,-3.988818777
Au1In1Li2_ICSD_58497,-3.85667287
Pt3Zn1_ICSD_105853,-4.451170981
B1Nb1O4_ICSD_63202,-4.654189254
Ca3Hg2_ICSD_58904,-3.980078207
Ni1P1Ta4_ICSD_646156,-4.64561493
Rh1Sc1_ICSD_105919,-4.441652692
B2Mo1_ICSD_157529,-4.640809801
I1Li1_ICSD_414242,-3.661991978
Au1Sn1Y1_ICSD_415826,-4.275052722
F3Pb1Rb1_ICSD_49591,-3.926989558
F6Hf1V1_ICSD_94455,-4.275311337
Cd1Ni4Sc1_ICSD_185106,-4.201331403
Er1Ga2Pd1_ICSD_600162,-4.258271039
Cd1Dy1Ga1_ICSD_619800,-4.20992746
Ru1Th1_ICSD_150820,-4.54270563
B1W1_ICSD_615689,-4.70177372
As1Na3S3_ICSD_1036,-4.00790753
Os1Si3Th1_ICSD_647791,-4.528384156
As1La1_ICSD_106265,-4.389048276
Al1Dy1Ni1_ICSD_107416,-4.324637827
As2O3_ICSD_16850,-4.373639099
Re2Zr1_ICSD_650209,-4.732122237
Ge1Rh1Sc1_ICSD_637681,-4.434773383
In3Rh2Ti3_ICSD_410967,-4.406911183
C1Er3Ga1_ICSD_76818,-4.267768729
Bi1Mg1Ni1_ICSD_76253,-4.164261881
N1Ni2Ta4_ICSD_644599,-4.634746073
Mn1Ni1P1_ICSD_161714,-4.244809125
In1Pd3_ICSD_247188,-4.289573744
Ni1Pd1Te1_ICSD_419759,-4.252189042
Er1Ga1_ICSD_602411,-4.304141981
Ba1Mo3Te3_ICSD_603674,-4.424386155
Ag1Ti2_ICSD_605935,-4.360513511
Hf1Tc1_ICSD_104277,-4.611495611
Au2Mn1_ICSD_58549,-4.167302721
Ga2La1_ICSD_103766,-4.236373624
Ge1Hf1V1_ICSD_636594,-4.522503966
Bi1Th1_ICSD_58860,-4.404061993
F2Ti1_ICSD_65410,-4.14357081
La1Se1_ICSD_183943,-4.333062903
Ca2Sn1_ICSD_58935,-4.118678694
Mn1Ni1Si1_ICSD_161713,-4.270815765
Ge1Rh1Tb1_ICSD_85993,-4.419313325
K2Te3_ICSD_2453,-3.925136038
Co1Sc1_ICSD_102642,-4.308464991
Ru2Tb5_ICSD_650702,-4.394260876
Ag1Er1Sn1_ICSD_183318,-4.223806031
As1Ca3Cl3_ICSD_36002,-4.085582263
P1_ICSD_169539,-4.177522008
Li1Mg1P1_ICSD_44807,-4.036349564
N3Tl1_ICSD_25009,-4.227008295
Sc5Si3_ICSD_23932,-4.421921495
Ca1Hg1Sn1_ICSD_602726,-4.024578302
H2La1_ICSD_44874,-4.09418254
Pb1Pd2Y2_ICSD_99189,-4.294346647
Ca1Cu1F4_ICSD_9928,-4.101081842
Cu2Te2Tl1_ICSD_601653,-4.025539891
Ir1Sb3_ICSD_15458,-4.405677075
Be4N4Sr2_ICSD_413356,-4.363039952
Ba1Cu1Sb1_ICSD_57020,-4.124077372
Au1O1Rb3_ICSD_75499,-3.671622436
Al2Li1Rh1_ICSD_105509,-4.299732527
N4W3_ICSD_186209,-4.647555054
Cu1Mn3N1_ICSD_628356,-3.930661263
C1Ge1V2_ICSD_166031,-4.549144535
F4Mg1Rb2_ICSD_69681,-3.902437299
Cl6Cs2Sn1_ICSD_26699,-3.86892374
S3Sc1Y1_ICSD_23422,-4.380848211
Hf2Hg1_ICSD_638564,-4.468923631
Al1Ge1Li1_ICSD_152087,-4.067315228
P1Zr1_ICSD_648315,-4.540110168
Ho3Sn7_ICSD_174438,-4.241022287
Ca1F3K1_ICSD_154073,-3.957554441
Ba1Pd1_ICSD_616028,-4.047403203
B6Hf2Ni21_ICSD_614444,-4.410294968
Cd1Dy1_ICSD_58962,-4.239364945
Al2Pb1S4_ICSD_609026,-4.273064249
Ca1O3Ru1_ICSD_162776,-4.406171404
Br1Tl1_ICSD_109144,-3.651747723
Ga0.4N0.2V0.6_ICSD_634722,-4.489819736
Pd1Ti1_ICSD_105721,-4.418091283
Cu3Nb1S4_ICSD_108392,-4.296420621
Cs1Na2_ICSD_627052,-3.408915349
Mg1Te1_ICSD_168349,-4.152051197
N1Tb1_ICSD_169205,-4.499331367
Al1Cu1O2_ICSD_31368,-4.384492881
Al2B1Re3_ICSD_43842,-4.605241969
H2V1_ICSD_164603,-4.202565561
P1Sc3_ICSD_648101,-4.378220489
Al1Sn3Zr5_ICSD_106250,-4.463097036
B4Th1W1_ICSD_615588,-4.614869387
N2O1_ICSD_22397,-4.225770713
K1O3Sb1_ICSD_77333,-4.258068003
Au1S2V1_ICSD_96089,-4.311921162
P1Tb1_ICSD_43600,-4.43253015
Ag9In4_ICSD_832,-3.885455733
La1Mg1_ICSD_104658,-4.195585897
Pt1Sn1Tb1_ICSD_417533,-4.393789591
Si3Zr5_ICSD_656924,-4.547260085
B2Gd1_ICSD_44306,-4.499340966
P1Ti1_ICSD_24337,-4.502516081
Al1Er1Ni1_ICSD_607431,-4.333035787
Ir1V1_ICSD_104589,-4.495217971
Cr2Ti1_ICSD_102851,-4.571356666
Au1Mn1Sb1_ICSD_52673,-4.211265435
Ce4Rh12Si1_ICSD_247295,-4.484365879
Er1Rh2Si2_ICSD_53411,-4.500728169
Ge1Rh1Zr1_ICSD_637737,-4.52095907
Ge1O8Zr3_ICSD_29263,-4.507868466
Ce1Ge1Ir1_ICSD_414509,-4.493169031
C1Co2Mo4_ICSD_76136,-4.605035524
Au1Ni4Tb1_ICSD_612229,-4.218326467
Hg3Yb1_ICSD_639305,-3.641313408
Co2O7Sb2_ICSD_247302,-4.365029265
In1Pt4Tb1_ICSD_640311,-4.446649857
Al2N1Nb3_ICSD_60644,-4.610814417
B4Rh4Th1_ICSD_601578,-4.545820043
Ho1Pd3_ICSD_104434,-4.33040236
Ni1Zr2_ICSD_102805,-4.467013889
S2Sc1Tl1_ICSD_418474,-4.23295105
Pd1Sb2U1_ICSD_50348,-4.367170326
C1Sn1_ICSD_182365,-4.324455361
Li1N1Zn1_ICSD_16790,-4.168380385
Mg1O1_ICSD_101007,-4.390645746
Co4Ge13Yb3_ICSD_623672,-4.216430842
As1Ru1Zr1_ICSD_35593,-4.554380231
Ca1Pb1Zn1_ICSD_659603,-3.992901162
Tc1V1_ICSD_106143,-4.668012228
Ag1In5Te8_ICSD_151871,-4.084050125
Al1Cu2Ti1_ICSD_185280,-4.317375749
H3Mg1Ni1_ICSD_187259,-4.021770622
Er1Rh1_ICSD_103293,-4.426586449
Cu2In1Mn1_ICSD_102996,-4.087868852
Al1Ca1Si1_ICSD_155192,-4.242489339
Ag1Dy1Mg1_ICSD_657937,-4.153113253
C1W1_ICSD_185994,-4.633724635
Ge2La1Pd1_ICSD_636826,-4.304141106
C1S1Zr2_ICSD_162460,-4.582088422
Ru1Ti1_ICSD_106004,-4.63062827
Nb2O6Zn1_ICSD_36290,-4.551955672
Cd3P2_ICSD_181135,-4.084297372
K1Na2Sb1_ICSD_44332,-3.737091125
La1Tl1Zn1_ICSD_642075,-4.125605166
Mo1Pt3_ICSD_161108,-4.52439999
C1Lu1Rh3_ICSD_77151,-4.514768495
As1Ca3N1_ICSD_657354,-4.22795128
Os1Ti1_ICSD_105572,-4.673182994
Fe1Nb4P1_ICSD_632795,-4.635550321
Ag1Hf2_ICSD_163152,-4.443529846
Mg1Pd3_ICSD_153055,-4.255446518
Hf2Rh1_ICSD_638828,-4.592959392
Ca1Si2Zn2_ICSD_59649,-4.160952061
Re2Tb1_ICSD_650152,-4.674685522
Fe1Ga2Hf6_ICSD_631770,-4.515496588
In2Mg1S4_ICSD_53096,-4.22734683
La1Rh1Si1_ICSD_641749,-4.434015306
In24S32_ICSD_640361,-4.17787182
N1Os1_ICSD_167514,-4.663310171
Rh2Si2Y1_ICSD_602257,-4.507083237
Na2Ni1O2_ICSD_14159,-4.11080142
As1Cd1K1_ICSD_609963,-3.983484782
P2Pt1_ICSD_15026,-4.477726649
H2Sr1_ICSD_155988,-3.88386067
Si1Ta2_ICSD_42526,-4.666472121
Ir1Nb1Si1_ICSD_411882,-4.660685726
As1Pa1_ICSD_44041,-4.482804102
Ca1O3Si1_ICSD_240406,-4.531627558
Ge1Pd2Y1_ICSD_637566,-4.337501879
C7V8_ICSD_22177,-4.697071948
Au1Ca1_ICSD_54978,-4.088960173
Er1Ir1_ICSD_103257,-4.494173321
Al4Ce1Ni1_ICSD_104628,-4.346869527
Ca2I1N1_ICSD_65216,-4.163767058
Ba4Bi3_ICSD_96943,-4.101130078
Co2Mn1Sn1_ICSD_102531,-3.941126245
Ir1P3_ICSD_23713,-4.515448201
O2Pa1_ICSD_28915,-4.534429788
Li1Ru1Sn4_ICSD_412250,-4.19988324
Be13Sc1_ICSD_616416,-4.442849042
Si2W1_ICSD_26869,-4.605012786
Be2Re1_ICSD_58732,-4.545145997
Ce1O2_ICSD_156250,-4.49638089
In1S3Sb1_ICSD_300207,-4.252853978
Ag1Ca1P1_ICSD_10016,-4.147500488
Ir3W1_ICSD_641166,-4.753218383
F6Sn2_ICSD_33786,-4.164910248
Co1Dy1Ge1_ICSD_601865,-4.361760409
I6Rb2Te1_ICSD_36009,-3.808079732
Be1Ta2_ICSD_58738,-4.652810543
Al4In3Sr11_ICSD_159149,-4.049849424
H2Mg1_ICSD_168832,-3.957176503
Pb2Pt1_ICSD_54316,-4.219207601
Cu1Sb2Ti5_ICSD_159248,-4.41199848
N2Os1_ICSD_240758,-4.636843234
La1Mg1Tl1_ICSD_414439,-4.168778633
Ir2Si1_ICSD_640995,-4.635719233
Nb3Si1_ICSD_645413,-4.613640174
B1In1Sc3_ICSD_44421,-4.35278041
Al4Ni3_ICSD_58042,-4.36888309
In1Li1Te2_ICSD_162674,-4.007819526
Au1Ho1Pb1_ICSD_58487,-4.246990251
Ru1Sb1Ti1_ICSD_107127,-4.492621845
B1Mo1_ICSD_24280,-4.70684746
C2Na2_ICSD_28066,-4.132101967
Au1La1_ICSD_612101,-4.261254313
Ge2La1Ru2_ICSD_55927,-4.481608469
Mg1Ni2Sn1_ICSD_104842,-4.225488144
Al2Th3_ICSD_58183,-4.465533474
Ge1Ni2Zn3_ICSD_52179,-4.18524447
K3Sb1Te3_ICSD_300182,-3.937136098
Pt3Sn1_ICSD_105795,-4.433103118
Au1O2Y1_ICSD_95675,-4.324190508
Al1Bi1O3_ICSD_157549,-4.432683024
Sb1Y1Zr1_ICSD_107067,-4.41131269
Rh1Sn2_ICSD_650384,-4.298167892
Pt3Tb1_ICSD_105808,-4.44768715
Au1Ba1_ICSD_611634,-4.01305503
As1Ba1Pt1_ICSD_59192,-4.254894746
Ca1Pb1_ICSD_58918,-4.072090953
F1Rb1_ICSD_53828,-3.619888296
B12Hf1_ICSD_614421,-4.627325452
Ni1S1Sb1_ICSD_38843,-4.269436541
Au1Zr2_ICSD_108025,-4.466670339
Sc1Se1_ICSD_44972,-4.295395685
Nb1Pt1Si1_ICSD_90433,-4.584085587
Al2Zr1_ICSD_609713,-4.45059943
Ho1Pt1Sn1_ICSD_104444,-4.395526621
Ir3Mo1_ICSD_104506,-4.730765
As1Ti1_ICSD_44074,-4.269262125
Dy4Sb3_ICSD_630229,-4.349245782
S4Zr3_ICSD_651475,-4.402957843
As3Co1_ICSD_31111,-4.317355005
Er1Pd1Sn1_ICSD_657627,-4.330398643
O1Ti3_ICSD_23575,-4.481654546
Cu3Se4Ta1_ICSD_108406,-4.270934072
Sb1Th1_ICSD_52316,-4.45224621
Au1Rb1_ICSD_58428,-3.457295296
S4Y2Zn1_ICSD_651411,-4.333025501
Ga3Hf1_ICSD_103728,-4.276175868
Cd1La1_ICSD_102003,-4.173503424
Dy2O7Ru2_ICSD_78151,-4.466008182
Os4Sb12Sr1_ICSD_658734,-4.407364754
B12Yb1_ICSD_603063,-4.58932566
La1Tl1_ICSD_104730,-4.195393118
Fe4O11Sr4_ICSD_249007,-4.278570281
Er1Ga1Ir1_ICSD_630550,-4.437475177
In1La1Rh1_ICSD_51957,-4.338361446
N2Sr1Ti1_ICSD_85770,-4.447989197
Al3C3Ho1_ICSD_606218,-4.506876687
Ge3Pu1_ICSD_157520,-4.033413402
N3Rb1_ICSD_25007,-4.242208579
Au1F4K1_ICSD_10327,-3.989415979
Er1Os2_ICSD_630902,-4.600727884
B4Cr1_ICSD_24353,-4.756574981
Mn1Pt1Sn1_ICSD_104955,-4.259359451
Cu1Mg1Sb1_ICSD_412294,-4.126589293
C1Ga1Sc2_ICSD_160379,-4.393209258
Fe2Re3_ICSD_108565,-4.716036525
Al2Hg1S4_ICSD_25635,-4.24294805
Tc1Ti1_ICSD_106142,-4.604188028
As1B2P1_ICSD_181293,-4.507931402
F3Mg1Na1_ICSD_171813,-4.007371824
Bi1Ca2_ICSD_42136,-4.126254033
Er1Ga1Pd1_ICSD_54592,-4.311226123
Co1Mo1P1_ICSD_2421,-4.350704093
Al2Sc1_ICSD_186475,-4.352295341
Al2La5Ru3_ICSD_167948,-4.372929236
Ga1N1_ICSD_156260,-4.424382693
Li1Pd2Tl1_ICSD_54365,-4.078342652
In1N1_ICSD_157514,-4.336359371
Al2Hg1Te4_ICSD_25641,-4.140655717
Ag2Ge1Li1_ICSD_85307,-3.896661599
Fe1V3_ICSD_634028,-4.537808716
Al8Fe4Y1_ICSD_240140,-4.203880318
O7Sn2Y2_ICSD_24193,-4.433739326
O3Sn1Ti1_ICSD_186724,-4.447874687
Ge2Pt2Th1_ICSD_53888,-4.446512628
Cs1N2Nb1_ICSD_72546,-4.442011852
La3Pb13Rh4_ICSD_641650,-4.226522204
As1Li1Mg1_ICSD_107954,-4.065124482
Ca5In2Sb6_ICSD_36467,-4.156951696
Ag1Te2Y1_ICSD_154792,-4.210081008
N2Re1_ICSD_290438,-4.525228835
Co1Er1Si2_ICSD_622852,-4.412176829
F1S1Y1_ICSD_2597,-4.325725047
Ge2Th1_ICSD_56046,-4.391338137
O2Tb2Te1_ICSD_89564,-4.40517558
Al1La1O3_ICSD_153831,-4.488694301
Cd1Hf1_ICSD_619964,-4.353708048
Rh2Sr1_ICSD_105937,-4.11518765
Al1Er1Zn1_ICSD_607444,-4.26405157
Ba1Cd1_ICSD_58642,-3.89420719
C1Dy3In1_ICSD_56400,-4.418489521
As2Zr3_ICSD_611611,-4.506900407
As1Dy1O4_ICSD_16512,-4.417441233
Cu1Ga1Pt2_ICSD_102928,-4.367604465
Ho1Mg2_ICSD_55550,-4.175819476
Ba1_ICSD_52679,-4.024957623
O2Ti1_ICSD_93098,-4.568075233
Hf1La3Sb5_ICSD_83906,-4.362361195
O3Sn1Sr1_ICSD_153532,-4.30928662
S1Sn1_ICSD_52107,-4.211965333
As3Ir1_ICSD_15457,-4.432541908
Al1Ge1Sr1_ICSD_166379,-4.07691978
Al1C1Er3_ICSD_43849,-4.438088054
Ag1La1Mg1_ICSD_657932,-4.124833361
Ni2Sn1Zr1_ICSD_105383,-4.391902054
Cu1Se2_ICSD_243,-4.156545458
Pa1Sb2_ICSD_648339,-4.40645587
