,actual_hardness,predicted_hardness,y_std,load,formula
74,34.2049445,36.424187,0.98589194,1.96,Cr0.3W0.7B4
75,31.44100848,34.079517,0.81928945,2.94,Cr0.3W0.7B4
76,27.34159474,31.365767,0.7497262,4.9,Cr0.3W0.7B4
77,6.4,12.412772,1.4884812,0.5,Cr0.43Re0.43Co0.14
78,7.26,5.6761875,0.2381787,1.96,Cr0.4Fe0.4Co0.4Ni0.4Al0.4
79,44.50309343,40.94809,1.420605,0.49,Cr0.5W0.5B4
80,38.81984845,34.952744,1.1767923,0.98,Cr0.5W0.5B4
81,34.53413684,31.636198,0.98301196,1.96,Cr0.5W0.5B4
82,32.88819384,29.384054,0.8149278,2.94,Cr0.5W0.5B4
83,27.20494886,26.793268,0.70771146,4.9,Cr0.5W0.5B4
84,21.96,13.947652,1.5241083,1.0,Cr0.67Mo2Ni0.33B2
85,8.38,7.4693036,0.7045169,0.98,Cr11Ge19
86,8.14,7.258257,0.90541595,0.98,Cr11Ge8
87,16.8,27.144289,0.95146525,0.98,Cr2.4W0.6B4
88,21.5,24.04599,0.9789413,0.98,Cr2.55Mo0.45B4
89,22.2,20.219526,1.1208184,0.98,Cr2.58Ta0.42B4
90,21.8,19.669672,2.0500085,0.98,Cr2.67V0.33B4
91,21.6,21.79324,1.1275822,0.98,Cr2.79Nb0.21B4
92,22.1,22.869802,1.4472669,0.98,Cr2.91Ti0.09B4
93,5.96,3.1812928,1.8116378,0.49,Cr28.58Al112.28
95,13.24,15.048304,1.45546,0.49,Cr2B
96,20.69,19.570309,2.1200194,0.98,Cr2B3
99,10.75,12.859155,1.7193336,0.49,Cr3C2
101,12.16,11.285575,0.426597,0.49,Cr4B
103,14.91,14.659886,1.2263869,0.49,Cr5B3
105,3.03,5.704333,1.3596728,0.49,Cr7Al45
106,27.5,17.424213,1.997102,0.98,CrB
107,23.0,17.679567,2.1259665,1.96,CrB
108,21.5,16.118366,2.098428,2.94,CrB
110,26.1,34.541893,0.96767724,0.98,CrB4
111,40.31,37.27589,1.366807,0.49,CrB50
112,6.24,8.334436,0.4947622,0.98,CrGe
113,1.25,-0.53034765,0.058639817,9.8,Cu0.5Pt0.5
114,5.49,4.366847,0.5048438,0.49,Cu10Zr7
115,6.12,4.5921597,0.23619471,0.98,Cu2.5LaNi2.5
116,6.32,5.6458993,0.6614159,0.98,Cu4Y0.1Yb0.9In
117,5.58,5.183624,0.48915294,0.98,Cu4YbIn
119,5.05,3.8474193,0.5995122,0.49,Cu51Zr14
120,4.41,5.274694,0.37444428,0.98,Cu5Gd
121,3.92,4.8085685,0.29746324,0.98,Cu5Nd
122,4.61,3.2433805,0.697784,0.49,Cu5Zr
123,4.81,4.600365,0.469298,0.98,Cu6Gd
124,1.27,3.9908128,0.48792246,0.98,CuEu2
125,4.24,5.0086203,0.5043458,0.49,CuZr
126,4.41,4.358454,0.5133669,0.49,CuZr2
127,30.4,30.531069,1.1358105,0.49,DyB12
129,5.5,5.9614115,0.57566833,0.49,DyMn2Si2
130,34.32,32.630264,1.0440457,0.49,ErB12
132,7.45,4.7374334,0.46642202,0.98,ErPd2Ge
133,4.9,10.014496,0.8022256,0.98,ErRh3B
134,11.1,11.180304,0.99646825,0.98,ErRh4B4
135,26.09,22.375963,1.0996735,0.98,EuB6
136,1.11,0.65182465,0.38164267,9.8,Fe0.5Pt0.5
137,0.84,1.4979391,0.0702214,9.8,Fe0.85Pt0.15
138,0.8,3.455548,0.2555414,9.8,Fe0.9Ru0.1
139,11.0,13.47915,1.6879743,0.49,GaN
140,9.45,3.7494116,1.0188875,0.49,GaP
141,22.74,21.503424,1.4337622,5.0,Gd0.2Nd0.8B6
142,22.41,22.292265,1.1561967,5.0,Gd0.4Nd0.6B6
143,22.65,20.835135,1.3898343,5.0,Gd0.8Nd0.2B6
144,7.01,6.5101542,1.0257138,0.98,Gd2Co17
145,4.63,3.7105494,0.50241584,1.72,GdC2
146,5.88,5.046701,0.45584452,0.98,GdCo2
147,6.28,6.5195427,0.53485584,0.98,GdCo3
148,6.86,6.528201,0.48957404,0.98,GdCo5
149,6.8,5.883336,0.6674631,0.49,GdMn2Si2
150,6.8,5.527583,0.8349595,2.94,GdRh3B
151,51.33958492,46.57396,1.8902379,0.49,Hf0.04W0.96B4
152,39.9514797,40.07563,1.2741283,0.98,Hf0.04W0.96B4
153,34.87300034,35.90446,1.0065128,1.96,Hf0.04W0.96B4
154,33.45718185,33.92198,0.8258518,2.94,Hf0.04W0.96B4
155,31.08725252,31.787584,0.68352467,4.9,Hf0.04W0.96B4
156,10.2,8.499403,0.87838185,0.49,Hf0.12V2.91Ge0.97
157,0.7,1.192514,0.35926187,9.8,Hf0.1Pt0.9
158,42.28536669,46.763584,1.7665756,0.49,Hf0.1W0.9B4
159,37.3915316,38.670876,1.0243348,0.98,Hf0.1W0.9B4
160,33.17491021,34.88196,0.7190675,1.96,Hf0.1W0.9B4
161,31.3589137,32.80718,0.613705,2.94,Hf0.1W0.9B4
162,29.01976303,31.079212,0.46651897,4.9,Hf0.1W0.9B4
163,3.826,4.077889,1.4365383,4.9,Hf0.20Zr0.20Ti0.20Ta0.20Nb0.20
164,44.60681477,41.46062,1.698275,0.49,Hf0.3W0.7B4
165,38.3895526,34.64877,1.1844976,0.98,Hf0.3W0.7B4
166,34.97312103,31.353317,0.84515053,1.96,Hf0.3W0.7B4
167,32.63388725,30.016832,0.81991565,2.94,Hf0.3W0.7B4
168,31.15653914,27.974037,0.70332795,4.9,Hf0.3W0.7B4
169,9.8,9.937065,1.0432787,0.49,Hf0.4V4.75Ge2.85
170,12.45,4.037893,0.16572353,1.96,Hf0.5Nb0.5Cr2
176,8.4,6.4936023,0.6437214,0.98,Hf2Ge
177,9.11,8.479898,0.52459145,0.98,Hf3Ge
178,5.7,7.8245544,0.64391565,0.98,Hf3Ge2
179,6.9,10.912295,1.4567937,0.2,Hf4.6V0.4Ge3
180,7.72,6.349869,0.58574045,0.98,Hf5Ge3
181,28.44,33.35792,0.6281604,0.29,HfB2
182,15.0,17.678415,1.0102211,0.98,HfC
184,5.7,6.2230005,0.4836182,0.98,HfGe
185,5.8,6.851541,0.45820352,0.98,HfGe2
186,19.5,11.992599,1.2650609,0.49,HfN
187,8.83,19.169153,0.64897,0.49,HfN0.75
188,11.4,20.915512,1.6196569,0.49,HfO2
189,7.2,8.645817,0.99048257,0.98,HfV16Ge31
190,12.4,7.810481,1.3672143,0.98,HfW2
191,9.9,6.1875887,1.0352536,1.96,HfW2
193,28.44,32.618114,1.1584233,0.49,HoB12
194,5.61,5.1177073,0.62302876,1.72,HoC2
195,5.5,5.664639,0.4958728,0.49,HoMn2Si2
196,3.89,3.6012397,0.32631427,0.98,HoPd3
197,4.36,4.636787,1e-04,0.98,InBi0.024Sb0.976
198,9.8,10.959179,1.0988318,0.02,InN
199,1.09,2.4452734,0.7620077,9.8,Ir0.5Pt0.5
200,37.9,21.765818,0.66239494,0.98,IrB1.35
201,29.0,17.542929,0.8389473,1.96,IrB1.35
202,22.2,17.018858,0.8128633,2.94,IrB1.35
203,21.3,16.213287,0.9761744,4.9,IrB1.35
204,49.8,25.247808,0.81290567,0.49,IrB1.35
205,18.2,16.159666,0.9761744,9.81,IrB1.35
206,7.378,6.0622067,0.35583487,9.8,La0.5Ce0.5O1.75
208,27.16,31.746157,1.7523887,0.29,LaB6
209,2.4,1.7678717,0.5607355,2.942,LaC2
210,7.3,5.304799,0.50517845,0.98,LaCo0.75Ni3.95Al0.3
211,4.78,5.6573014,0.5523909,0.98,LaCo2.5Ni2.5
212,6.01,6.5758357,0.23250665,0.49,LaMnNi4
213,5.38,6.735807,0.65984505,0.49,LaNi3.5Al1.5
214,4.2,5.1822324,0.29774028,2.94,LaRh3B
215,8.05,6.6384544,0.57626635,0.98,Lu2Fe14C
217,5.88,10.726138,0.52754706,1.72,LuC2
218,7.7,4.7149844,0.7885019,2.94,LuRh3B
219,32.0,31.328999,1.520131,2.0,Mg2B25C4
220,5.2,23.66428,1.6452371,0.98,MgB2
221,16.24,9.954972,1.07112,2.45,MgCr0.2Al1.8O4
222,14.4,9.472467,1.5643412,3.92,MgLaAl11O19
223,53.68335825,49.329678,1.9954749,0.49,Mn0.04W0.96B4
224,44.24763328,40.500725,1.4946938,0.98,Mn0.04W0.96B4
225,36.43124066,35.377693,0.9945879,1.96,Mn0.04W0.96B4
226,34.2202292,33.404873,0.8527361,2.94,Mn0.04W0.96B4
227,31.69780767,30.705824,0.7263407,4.9,Mn0.04W0.96B4
228,1.13,1.875913,0.52731216,9.8,Mn0.33Pt0.67
229,47.17488789,42.337208,1.221683,0.49,Mn0.3W0.7B4
230,39.57648231,35.096874,1.0187061,0.98,Mn0.3W0.7B4
231,33.84653712,31.499508,0.6997045,1.96,Mn0.3W0.7B4
232,32.38290982,29.816883,0.5846228,2.94,Mn0.3W0.7B4
233,30.04733433,27.403303,0.47493127,4.9,Mn0.3W0.7B4
234,41.00896861,42.84093,1.4476426,0.49,Mn0.5W0.5B4
235,32.2894868,36.563576,1.1360276,0.98,Mn0.5W0.5B4
236,30.10961634,32.38102,0.90214866,1.96,Mn0.5W0.5B4
237,28.9573991,30.11151,0.71287006,2.94,Mn0.5W0.5B4
238,26.71524664,27.713856,0.59551996,4.9,Mn0.5W0.5B4
239,17.45,11.115901,1.1563708,0.49,Mn2B
240,8.3,8.276724,0.70661926,0.98,Mn5Si3
242,12.4,29.208807,0.9093114,0.49,MnB2
243,41.29,38.729733,1.6074092,0.49,MnB50
244,11.2,8.30751,0.9427906,0.98,MnSi
250,43.66141732,47.903896,1.7241079,0.49,Mo0.1W0.9B4
251,38.11023622,39.952908,1.3148813,0.98,Mo0.1W0.9B4
252,34.17322835,35.613472,0.81417996,1.96,Mo0.1W0.9B4
253,31.92913386,33.268803,0.74876326,2.94,Mo0.1W0.9B4
254,29.60629921,30.434347,0.7029378,4.9,Mo0.1W0.9B4
255,1.06,2.991415,0.83638996,9.8,Mo0.2Pt0.8
256,39.6,42.65387,1.6461177,0.49,Mo0.5W0.5B4
257,33.0,36.580296,1.1973488,0.98,Mo0.5W0.5B4
258,30.0,33.30084,0.9286355,1.96,Mo0.5W0.5B4
259,26.0,28.288044,0.76331264,4.9,Mo0.5W0.5B4
260,14.06,12.14637,1.2753127,0.98,Mo0.65Os0.35
261,10.0,9.479209,1.2012818,0.49,Mo0.6Ru0.4
262,24.52,13.369605,1.0902529,0.49,Mo2B
263,13.53,6.855195,0.6131745,0.98,Mo3.2Pt0.8
264,20.3,15.131755,0.9960262,0.98,Mo3Fe3N
265,20.5,19.918001,1.2297846,0.98,Mo3Ni2N
266,12.07,13.600349,1.8742279,0.98,Mo3Os
268,19.4,15.425316,2.139568,0.98,Mo3Pt2N
269,23.78,26.178171,2.1100914,0.49,MoB
270,23.04,28.147007,1.6276948,0.49,MoB2
271,4.8,7.3644233,0.6450901,0.5,MoFe2
272,12.75,5.0940075,0.77125466,0.98,MoPt
273,0.53,4.870128,1.1226281,0.98,Nb
274,5.673,14.118954,0.9123116,1.0,Nb0.07Fe0.81B0.12
275,1.16,2.1639676,0.32643652,9.8,Nb0.07Pt0.93
277,4.41,3.9159667,1.2590077,0.98,Nb0.95Al0.05
278,3.7265,7.286592,0.34574562,0.98,Nb2Al
279,10.46,18.017118,1.4630072,0.49,Nb3B2
280,5.08,13.922933,0.9783628,1.96,Nb3B2
281,9.81,7.0631423,0.9746032,0.49,Nb3Ga
282,9.11,8.071782,0.49083805,0.98,Nb3Ge
283,7.12,8.319899,1.1287891,0.49,Nb3Si
284,6.8,6.9820175,0.9672178,0.98,Nb3Sn
285,9.1,7.055006,0.7623008,0.98,Nb3Sn0.5Ge0.5
286,10.42,6.9787135,1.0589973,0.98,Nb5Ga3
287,9.65,9.533764,1.0091189,0.98,Nb5GaSn2
288,10.42,7.374037,0.41424522,0.98,Nb5Ge3
289,21.53,23.412783,0.8909138,0.49,NbB
290,16.58,17.632235,0.23419808,1.96,NbB
291,2.704,0.19478923,1e-04,4.9,NbCr2
292,7.8,9.973073,0.79885465,0.98,NbGe2
293,20.0,17.201458,1.7963078,0.49,NbN
294,24.91,26.487337,0.74010724,0.69,NdB6
295,2.35,4.965596,0.20523192,1.72,NdC2
297,6.3,6.2398686,0.6728495,0.49,NdMn2Si2
298,4.61,6.294472,0.41822985,0.98,NdPd2Ge
300,5.49,2.7256045,0.6231993,49.03,NdRuCo
302,5.07,5.7685623,0.97447264,1.96,Ni0.05Ga0.95Sb
303,14.02,11.906447,1.0486257,0.5,Ni2B
304,11.67,12.241392,0.42526102,0.49,Ni3B
305,39.13,39.32545,0.35899708,0.49,NiB50
306,23.5,23.9145,1.6004834,0.49,Os0.3Ru0.7B2
307,15.0,14.321259,1.5025158,1.96,Os0.3Ru0.7B2
308,22.0,24.02932,1.8095896,0.49,Os0.5Ru0.5B2
309,15.5,15.247617,1.6290319,1.96,Os0.5Ru0.5B2
310,23.0,26.979753,1.6351607,0.49,Os0.8Ru0.2B2
311,16.5,17.069422,1.6404239,1.96,Os0.8Ru0.2B2
312,19.61,14.576179,2.131283,0.98,Os2Si3
313,14.22,17.017986,1.4595418,0.98,OsSi
315,2.54,2.5936718,1.3695172,0.98,Pd3.5Te
316,2.7,1.9810683,1.0673101,0.98,Pd3Te2
317,1.73,2.666996,0.9919398,0.98,Pd9Te4
318,1.86,5.437248,1e-04,0.49,Pr0.03Nd0.65Fe3NiSb12
319,24.22,24.900265,1.4049993,0.98,PrB6
320,1.37,4.3243227,0.31651545,1.72,PrC2
321,6.5,6.3422923,0.6313898,0.49,PrMn2Si2
322,0.74,2.8465915,1.3150004,9.8,Pt0.5Pd0.5
323,1.4,0.6415846,0.0048055444,9.8,Pt0.915Sn0.085
324,0.59,0.25699484,0.61695087,9.8,Pt0.91Al0.09
325,1.21,1.6630598,0.78037953,9.8,Pt0.96Ge0.04
326,0.85,1.3538398,0.94990164,9.8,Re0.25Pt0.75
327,48.17,31.334738,1.7468301,0.49,Re0.6W0.4B2
328,38.03,26.198225,1.11587,0.98,Re0.6W0.4B2
329,34.76,22.52652,0.93788123,1.96,Re0.6W0.4B2
330,32.52,21.466621,0.81453955,2.94,Re0.6W0.4B2
331,30.31,19.107391,0.9660429,4.9,Re0.6W0.4B2
332,10.79,12.631543,1.5339833,0.98,Re0.9Si0.1
333,12.75,14.177454,1.4742961,0.98,Re2Si
334,16.57,12.6025095,2.4022884,0.98,Re3B
335,16.18,18.951466,1.8158392,0.98,Re7B3
336,40.45,25.027285,2.0425007,0.49,ReB2
337,35.08,20.007736,1.5780882,0.98,ReB2
338,31.73,15.969586,1.3025761,1.96,ReB2
339,30.3,15.169855,1.1588534,2.93,ReB2
340,29.31,13.697668,1.1982563,4.9,ReB2
342,22.56,17.073027,1.3523625,0.98,ReSi2
343,0.71,0.11022737,0.36841884,9.8,Rh0.5Pt0.5
344,11.08,9.333006,1.0004243,0.98,Rh20Si13
345,2.06,10.970195,0.43954068,0.98,Rh2Si
346,9.22,9.324947,1.0016825,0.98,Rh3Si2
347,10.2,12.354814,1.2859142,0.98,Rh3Si4
348,11.38,10.28856,1.1841605,0.98,Rh4Si5
349,10.79,8.7405205,0.964321,0.98,Rh5Si3
350,7.62,17.173769,1.0902942,0.49,Rh7B3
351,11.89,22.594334,1.1437124,0.49,RhB1.1
352,11.03,10.477169,0.66262215,0.98,RhSi
353,2.765,8.831471,0.7090891,1.96,Ru0.5Ir0.5Al
354,1.68,0.41802984,0.9074267,9.8,Ru0.5Pt0.5
355,4.81,6.65292,1.047294,1.0,Ru0.5Rh0.5
356,10.79,8.571044,0.3716836,0.98,Ru2Ge3
357,15.2,16.142097,0.95617163,0.2,Ru2Si3
358,24.2,16.580984,2.2529933,0.25,RuB2
359,20.6,17.59258,2.2282689,0.49,RuB2
360,16.74,17.336288,2.1383483,0.98,RuB2
361,14.4,15.018577,1.9563239,1.96,RuB2
362,1.18,2.7233667,0.088032074,9.8,Sc0.021Pt0.979
363,41.5078742,42.363308,1.3344395,0.49,Sc0.05Y0.95B12
364,35.03897864,35.979103,0.76344156,0.98,Sc0.05Y0.95B12
365,32.31957769,32.986626,0.69414544,1.96,Sc0.05Y0.95B12
366,30.09461328,31.241468,0.6435793,2.94,Sc0.05Y0.95B12
367,28.85852194,29.773476,0.5202449,4.9,Sc0.05Y0.95B12
368,41.513473,43.07357,1.235667,0.49,Sc0.05Zr0.95B12
369,35.91240375,36.704273,0.87550414,0.98,Sc0.05Zr0.95B12
370,33.54446204,33.773197,0.856147,1.96,Sc0.05Zr0.95B12
371,31.24480269,31.971655,0.6535695,2.94,Sc0.05Zr0.95B12
372,28.85409231,30.074385,0.5025299,4.9,Sc0.05Zr0.95B12
373,42.66650803,42.277737,1.2183968,0.49,Sc0.25Y0.75B12
374,35.84738659,35.877583,0.9450562,0.98,Sc0.25Y0.75B12
375,33.56061761,32.63576,0.88343763,1.96,Sc0.25Y0.75B12
376,30.9648258,30.947481,0.7530037,2.94,Sc0.25Y0.75B12
377,29.97595272,28.996647,0.5529739,4.9,Sc0.25Y0.75B12
378,43.69269246,44.529034,1.4217182,0.49,Sc0.25Zr0.75B12
379,36.88488368,37.62229,0.9793817,0.98,Sc0.25Zr0.75B12
380,34.26651024,34.342873,0.9399565,1.96,Sc0.25Zr0.75B12
381,32.14900026,32.6055,0.9509378,2.94,Sc0.25Zr0.75B12
382,30.44134999,30.744158,0.7349744,4.9,Sc0.25Zr0.75B12
383,45.14486766,43.457672,1.5109324,0.49,Sc0.5Y0.5B12
384,37.52230439,36.87962,1.0047777,0.98,Sc0.5Y0.5B12
385,35.79175897,33.949646,0.9693583,1.96,Sc0.5Y0.5B12
386,32.8251573,32.22982,0.9209769,2.94,Sc0.5Y0.5B12
387,31.19763704,30.685818,0.7963336,4.9,Sc0.5Y0.5B12
388,47.96499819,44.57291,1.4458247,0.49,Sc0.5Zr0.5B12
389,39.63166486,37.70393,1.0994453,0.98,Sc0.5Zr0.5B12
390,37.17264847,34.86528,1.0517296,1.96,Sc0.5Zr0.5B12
391,34.07613295,33.084507,0.94691,2.94,Sc0.5Zr0.5B12
392,32.04972129,31.133137,0.78540236,4.9,Sc0.5Zr0.5B12
393,44.36941513,43.658752,1.4302214,0.49,Sc0.8Y0.2B12
394,36.06700163,36.957687,0.9848001,0.98,Sc0.8Y0.2B12
395,35.03692551,34.139523,0.98374665,1.96,Sc0.8Y0.2B12
396,32.00851927,32.13712,0.8233367,2.94,Sc0.8Y0.2B12
397,30.54579364,30.369295,0.6195618,4.9,Sc0.8Y0.2B12
398,45.95154316,45.023674,1.8924576,0.49,Sc0.8Zr0.2B12
399,38.43785832,38.50961,1.5192635,0.98,Sc0.8Zr0.2B12
400,36.32037198,35.31032,1.5024068,1.96,Sc0.8Zr0.2B12
401,33.47428819,33.567463,1.494322,2.94,Sc0.8Zr0.2B12
402,31.31126451,31.936586,1.2567058,4.9,Sc0.8Zr0.2B12
403,5.83,9.92216,2.2599225,1.72,Sc2C3
404,34.7401001,34.897392,1.1615967,0.49,Sc2ReB6
405,31.83707398,30.545166,0.7233586,0.98,Sc2ReB6
406,24.10401302,26.010878,0.58699775,1.96,Sc2ReB6
407,22.70255213,23.538097,0.42299542,2.94,Sc2ReB6
408,20.92569993,21.406912,0.57150054,4.9,Sc2ReB6
409,9.0,12.132611,1.173704,2.0,Sc3Al3C2O5
410,7.6,3.5805464,0.5140887,1.96,Sc5Si3
411,41.67556428,44.070007,1.8395861,0.49,ScB12
412,35.18608474,38.751522,1.5249875,0.98,ScB12
413,33.94997585,35.576435,1.6457747,1.96,ScB12
414,30.32412547,33.952633,1.6176404,2.94,ScB12
415,28.44938694,32.5561,1.4013597,4.9,ScB12
417,4.6,8.635596,1.0961168,2.942,ScNi3B
418,9.75,6.580822,0.7075186,2.942,ScRh3B
419,7.4,8.349314,0.76044774,2.942,ScRh3B0.5C0.5
420,9.9,7.3254633,0.82559013,2.94,ScRh3C
421,5.88,5.887772,0.7996296,0.98,ScRu2
422,4.2,5.820494,0.57837266,1.96,ScSi
423,8.2,7.110225,1.7730258,0.98,ScSi1.67
424,11.27,12.308884,2.1693773,0.49,Si
425,19.0,33.701225,2.7590346,0.98,Si2N2O
427,22.9,24.753725,0.8513898,2.0,SiC
429,4.71,4.372226,0.4669159,0.98,Sm2O3
430,24.52,24.35167,1.2062802,0.98,SmB6
431,6.37,4.3896165,1.1342705,1.72,SmC2
432,6.5,7.415036,0.73928493,0.49,SmMn2Si2
433,5.51,5.535875,0.51287025,0.98,SmPd2Ge
434,2.8,7.623934,1.56985,20.0,Sr2Cu2GdRuO8
435,28.54,31.350126,2.203186,0.29,SrB6
436,3.85,6.499541,0.86959845,9.8,SrVO3
437,35.0,38.2487,1.6287673,0.49,Ta0.01W0.99B
438,29.0,31.956196,1.3124641,0.98,Ta0.01W0.99B
439,18.5,20.662819,1.1929604,4.9,Ta0.01W0.99B
440,52.02308473,47.53605,1.929756,0.49,Ta0.03W0.97B4
441,44.69812278,40.612083,1.222917,0.98,Ta0.03W0.97B4
442,37.94393709,36.047832,0.9479406,1.96,Ta0.03W0.97B4
443,34.26560122,34.083523,0.8033159,2.94,Ta0.03W0.97B4
444,31.82394723,31.78672,0.68907493,4.9,Ta0.03W0.97B4
445,48.28132927,51.09087,2.236017,0.49,Ta0.04W0.96B4
446,41.24175545,42.56673,1.3737046,0.98,Ta0.04W0.96B4
447,36.39015728,36.671066,1.1712182,1.96,Ta0.04W0.96B4
448,33.50456621,34.938,0.9089976,2.94,Ta0.04W0.96B4
449,31.22146119,32.50268,0.74673474,4.9,Ta0.04W0.96B4
450,1.02,0.7487962,0.20013753,9.8,Ta0.09Pt0.91
451,36.5,34.4838,1.5991186,0.49,Ta0.1W0.9B
452,30.5,28.52629,0.9229903,0.98,Ta0.1W0.9B
453,20.0,19.627735,0.7996724,4.9,Ta0.1W0.9B
454,44.12734652,46.872868,1.7037868,0.49,Ta0.1W0.9B4
455,39.90994419,40.200638,1.0061,0.98,Ta0.1W0.9B4
456,35.40715373,35.863934,0.7463669,1.96,Ta0.1W0.9B4
457,33.02891933,33.908627,0.6524183,2.94,Ta0.1W0.9B4
458,30.90436327,31.763977,0.5313883,4.9,Ta0.1W0.9B4
459,38.0,37.92717,1.5967792,0.49,Ta0.25W0.75B
460,28.5,31.431767,1.2849647,0.98,Ta0.25W0.75B
461,21.0,20.754557,1.2603112,4.9,Ta0.25W0.75B
462,42.6369863,41.71325,1.4910221,0.49,Ta0.3W0.7B4
463,36.92922374,35.13398,0.8911911,0.98,Ta0.3W0.7B4
464,32.96549975,32.485676,0.66643244,1.96,Ta0.3W0.7B4
465,30.87265348,30.567389,0.5250619,2.94,Ta0.3W0.7B4
466,29.38229325,28.204882,0.4354321,4.9,Ta0.3W0.7B4
468,40.86123795,42.89462,1.3785605,0.49,Ta0.5W0.5B4
469,33.78995434,36.38108,0.79623336,0.98,Ta0.5W0.5B4
470,31.91907661,33.17676,0.5366588,1.96,Ta0.5W0.5B4
471,31.09462202,31.302141,0.42568567,2.94,Ta0.5W0.5B4
472,30.30187722,28.964449,0.28911853,4.9,Ta0.5W0.5B4
473,27.16,18.447968,3.5002782,0.49,Ta3B2
474,32.85,33.037846,0.8103268,0.49,Ta3B4
476,24.52,33.85089,0.8874621,0.29,TaB2
477,23.58,20.090393,2.4313,0.98,TaC
478,2.98,7.686252,1.0766073,1.96,TaCr2
479,22.0,23.529507,2.631311,0.1,TaN
480,22.56,25.0446,0.9486685,0.98,TbB6
481,5.5,5.994561,0.5270132,0.49,TbMn2Si2
482,7.45,4.222093,0.5638237,0.98,TbPd2Ge
483,17.06,31.296217,1.1856935,0.19,ThB6
484,22.65,29.739275,1.4206506,0.98,ThB66
485,5.88,5.388986,1.0837593,1.96,ThC
