formula,target
F6Pt1Rb2,1.5347608934293395
K1O2Sc1,1.9665045130891439
Al6I2Na8O24Si6,1.5591555406693711
C1O1S1,1.4748881313509723
F1Li5Mn5O9,2.2709009959338458
Au1K3O1,2.2260123539639207
Fe5Li9O16Si2,2.0568615250748734
Cu2Pb2Se6Tm2,3.404275257820544
Li2Rb2Se2,2.0240219037022964
Si4,3.5488922793324833
Pb2S8Sm4,3.120332460919296
Be2H16O16S2,1.4714697867551794
As2Ba4O1,3.058641855464616
F4Tl4,1.9743808056089565
Cu1Li1O2,2.660271265388729
As1F6Li1,1.4155093311908904
F6Li1P1,1.36906293987124
Ba1O6Sb2,1.8561662102301117
F6Pd1Zr1,1.6488897274630965
Cs1Ga1H1O10P3,1.5793555647795086
O3Pb1Zr1,2.4755692274707246
C2O6Zn2,1.8472982072926576
Cs2F6Nb1,1.6105499060879795
Ba2S4,2.230919093108781
P8Pt4,4.4323056452971885
F6Nb1Rb2,1.6119180086675284
Ga2S4Zn1,2.4442315325265245
F4Hg1Rb2,1.57942700580517
N3O6Rb3,1.5269465172908538
O4S4Zr4,2.7812475617966843
Se2Sn1,3.859015418471422
La2O2Se1,2.333123228635809
F4Mg1Rb2,1.4509832298594512
Cl18Cs6Cu6,1.913883747775708
Na2Rb2S2,1.8947872351973103
Bi2Na2S4,3.613125332266605
Li2Rb2S2,1.9404639479602124
As2F10,1.347837774610385
Cr2Li5O8,1.8718011824621403
Ba1Be1O4Si1,1.7136056528073589
Ca3Cd1O4,2.062161972299945
Fe1O2Sr1,2.266571346034946
N2Na10O8W2,1.7716690812150369
N4O6Ti6,2.9652321438070692
Ag2K4P2,2.5917249082416105
B2K3Nb3O12,2.1745892153445423
Li2Mg8O24V6,1.9263904069528588
Nb4O14Sr4,2.184187034115888
F18Ge3Na6,1.3672717359764388
Ag2Pr6Se14Si2,2.9680354333015178
Cu2Nd6Se14Sn2,3.1053587554419537
Bi12Ge1O20,2.4977329721169017
In1P1,3.6371991971845534
Ga2O4Rb2,1.7582118757419418
K4Nb8O34P4Si1,2.139465353774162
Li8O32Ti12Zn4,2.2361826848448683
Na4Nb4O12,2.4307769207413554
Al12N4O12,1.9045086855494604
Na8Sb8,3.7604077793062096
Ca1I4Pb1,2.0860419458869948
Li2O12Sb2W2,2.0207690365033013
Li4O16P4V2,1.9677993702759353
H18Na2O10,1.4375465169868482
Hg1In2Se4,2.9445298436252942
S8Si2Tl8,2.580605161585166
La1Rb1Se2,2.262070364363886
Ir6P6Sr3,6.252679425654278
Ag2In2Te4,3.5602727423611795
Ge4Hg6K4S16,2.2671798401264756
As1Cd3I3,2.369584773752566
F1Li7O5V1,1.860805649891108
F1Na3O10P2Ti2,1.7553960174138408
B3O15P3Pb3,1.89708820740278
N16Si12Sr2,2.147400676787326
F3Hg1Rb1,1.7387624909687924
Be4H12O20P4,1.5288308168880775
Cr3O8,2.4855785812760707
As6Ge6,3.7453526759981965
Li1Mn5Na3O9,2.6762332359742738
Na2O14P4Y2,1.6144476867750572
Na16Sn4Te16,2.573402740860176
Li1P1Sr1,2.8917565019666984
Ba4Cu2Ge4O14,2.1871217768260336
K6Sb2,2.8448784391135926
As16Mg4,3.7240658784004714
F10Fe2H8O4Zn2,1.5603069142533037
Ba2Ca1I6,1.8766975426708128
Au4I4,2.1611725212640165
O12Sn2Ta4,2.460595550669691
F6O2V2,1.699501235384583
Li20P4Se24Sn2,2.2758664284179773
As8Ba4Zn8,4.192254763250917
Al16Be2Mg6O32,1.7594908354407504
Bi1Nb1O4,2.331677865114876
Al2Te5,3.0009998333909347
H8O6Sr2,1.6352567864541765
Ba3Cl6,1.788507571505733
Br6Rb2V2,1.8648910627671444
Ba4Ga4La4O16,2.0855434143966733
Al2O8P2,1.4532891583706653
Br8Cs2Li6,1.666487523705673
As4Rb4Sn2,2.5949080908579334
Br14Ga2Se2,1.9640222334111528
Ca1I8Sr3,1.9900096478100004
Al4Ca10Sb12,3.9092198710228616
K2Mg2Sb2,2.7963538164307224
F2K2O4S2,1.4889593681494468
Co2Ge2Li3O8,4.699785456096198
Mn2Rb4Te4,2.170756319811136
K4Mn2Te4,2.2020912030764466
Sc4Se6,3.2341423415344965
Cr4I12Rb4,2.2705080195116563
O8Zr4,2.2401626797152425
P12Sr4,3.371943060009892
As8Se12,2.842358175881428
F20H12N4P4,1.4100827398891649
As16Zn8,3.6693777855834537
Li1Mn1O9P3,1.617443076512948
O18Te4V4,2.3174876536715594
Na4O14Si4Zn4,1.6849155270616192
Cl18Er3Li9,1.742565445925442
K2Mg2O18P6,1.5507784066934536
Ga2O8Ta2,2.2756435543896805
Ba2Se6,2.852917045177911
Ba6Cu6N6,3.584953509693908
N4O8Sr4Ta4,2.7335929901365343
B2Lu2O6,1.8107797748319097
Ca2Cl4O12,1.6660274107388908
K2O12P4Sr1,1.548982031313899
F8Zn4,1.5981760224377481
Al4Ca4O14Si2,1.7341352311743166
Pt1Si1Ti1,4.279369112381033
Ca4Si4Sr4,4.07602747782691
Be1K4P2,2.0857985680948703
Li4P20,3.726643127534484
Li2N4P2,2.0585636578287563
As16Si8,3.4186742069599627
Pt1Rb2Se2,2.4242329371026448
Ag2F8Li2,1.7300095231892412
P16Si8,2.71422180375886
B16Mo4Y4,5.932677866416367
I2Li2O6,1.851746561023484
Be8H4O18Si4,1.634634005927117
Fe3Li3O12Si3,1.8136340288551471
S4Sn2,2.474671695397193
F2Li8Mn6O24P6,1.5877462013810648
Fe1Te1Ti1,4.621601526166767
F8O8S4,1.3415165547493877
F6Li1V1,1.5584458211876102
B6H18O18,1.4492012742657088
Ba4F12O2Ti2,1.6779550053562222
Ga1Mo4Se8,4.019361806721726
Li2Na2O14P4Zn2,1.5884340296866806
Cl18Cs5H4N1Te3,1.7853641085224008
Br8Cd4H16O32,1.7301313052289795
H16N4O24Se2W6,1.9976500688977916
K3Nb1O8,1.6465161199737262
Cd2Se8Sm4,3.2736348808829208
Be6Mn8O24Se2Si6,1.7968305429282974
Be2Li2P2,2.876571222827621
Ba4N8O16,1.6264896761635674
Be4K4O16P4,1.5703709752794084
Al2Co2Li4O8,1.9450150141400178
Ag2Ba2P2,5.310262328736687
F6Ir2,2.663080922538144
As1Ca3Cl3,2.1122009847550007
Mn12Ni4O32,2.9197939995828466
Cu2S14Sn2Y6,2.814122953959193
C2Li4O6,1.5394804318330149
F8K4Na2Nb2O4,1.5964209177224782
N8,1.441391704206346
Li2O6V3,2.3418821847689237
Al4O12Y4,2.032404159281974
F2O4Rb2S2,1.4761436244485155
Cr2Si2Te6,3.4453350103226854
Fe3O12P3,1.7194057955700373
Al2Sb2,3.4300517122056506
Cd2O8S2,1.7520559351801528
Cs2Na2Se2,2.023342284439289
B16Cd8O32,1.912151754786568
Lu8O28Si8,1.841679849123258
Li4Mn1Nb2O12W1,2.6293457361100305
Al4Be1Cl2Na8O24Si7,1.5131518980811764
As5I1Te7,4.764238659009433
Li56Mn8N32,2.5724535629109684
Al8N8O12Si4Sr4,1.8653172205641948
Ca4O32P8Zr4,1.8007257796048048
C8H8O16Sr4,1.5677398806349645
Br2K4O1,1.6426119444348397
H24O12,1.409825861045172
Na4O24Se8Y4,1.8308372401718287
F6Na1Rb2Tl1,1.4939879517586478
Br2Fe1,12.891263191130154
Ca2O12Sr4W2,2.017576929553534
Ca8Cu8O20,2.5168497505148517
Li4O36P12Sn4,1.6708305688096998
As8S12,2.3507873149223846
F6Na1Rb2Sb1,1.5270887335056853
B2Li1Mn2O6,2.1841239281078657
Ba8N12V4,2.6705722857345267
Ag2Se4Y2,3.0739387573118586
As1F6Na1Rb2,1.5310127367203703
N8Sr8Zr2,2.5075953953272982
Be2F8K2Li2,1.3426342266852485
Cl2H8Mg1O12,1.4449913494550757
Fe2O14P4,8.322433898806286
Nb4O22Te6,2.2219750973702053
Mg8Na2O24V6,1.9119105627617627
K8S20,1.95348159278078
Al2P2S8,1.7818750423827892
Be4F16K8,1.3879241093566077
F4Nb2O8Ti2Tl2,2.241734744938987
O23Rb6Si10,1.5419268248958315
Ba4F20Ga4,1.5397479230921751
Cl2F2Ge2,2.383538126399492
Cl2O2Sb2,2.478949239765376
P8Pd8Se8,3.6428926235433656
Mg8O16Si4,1.7014699527173551
S12Sb8,3.3483423759625697
O24Te4Y8,2.0124451959411642
Cl2O2Sc2,2.060352882396605
Br2Cl2Sn2,2.4374430591639813
S32,1.83422310978766
Br2F2Sn2,2.435326535258328
Ba2S4Zr1,2.67711019571478
Cl2F2Sn2,2.2784206518258796
Fe2O6Ti2,2.4363772957238288
Br2O2Sb2,2.585792270594579
Fe2Mn4O8,2.4907240580468444
Li1O12Te3V1,2.3876797324217987
Cl6In2,1.6163091701251775
Br4Pb2,2.208544015107389
B2H8K1Na1,1.5312501346085188
Ir4S6,4.378317789598859
Br2Co1,3.4788408031567326
As4Rh6Yb1,1.0000000000000044
Ag2Ba1S2,2.7395852484150387
Cu1O2Sr1,2.571078632273492
F6Pd1Pt1,2.5171548753834494
Mg12N4Sb4,3.2797004333964472
Au4S2,2.6387197653407606
Al4O15Sr6Y2,1.8698023959766443
O26P8Y4,1.6560536424484178
Fe4K12O8,1.923092821472744
Cl4H12O20,1.4788364588211467
F2Li2O12Sr2Ta4,2.124490448711565
Sb4Se8Tl4,4.086563348340509
Co4Li4O16P4,1.628652029346064
Fe2Li4O8Si2,1.766829308533152
H24O24P8,1.5698647032883188
Li7O6Ru1,2.1686893891626497
O18P6Y2,1.5731309544980672
N32Nb16Rb16,2.644064106635843
As8K8,2.7182301227085244
Ba6O24Si6Zn6,1.7746869207459255
F2O12Sr3Ta4,2.1350035909415466
Ca10Cl2O24P6,1.7308339993579205
Al6In6S18,2.326079820929052
H12N4,1.47720452036167
As8Nb2Rb14,2.4613327690501343
O1Sb2Sr4,2.9222677968142743
Ba2Ga8S14,2.3780759729944148
Mg108N144W36,2.2736556467504045
Al1F4Tl1,1.6448124513147389
Ca20Co8N16,3.1715897696055637
Co1Cr3Li2O8,2.8008773625419696
C3Cs6N6,1.64379875086135
Be1O1,1.7643505887436313
Cs1F6Ru1,1.5291192454045766
F6K1Ru1,1.5490951122079857
Ce2Dy2O7,2.4228578167114962
Ag2I2,2.266807697417968
Cs2O1,2.1468581695068982
F6K1Os1,1.5129709184250637
F6K2Pd1,1.5696456075602971
Li1O4P1Sn1,1.8320414224200758
F8H6K2,1.3263986328846589
Ca4Mg2O14Si4,1.6972034841664292
C1O5U1,1.8410779451180224
Al2O3,1.7346174561019008
Mn4N8Si4,2.4154613775978007
Cs2F6Zr1,1.4999332207357323
K6P2,2.9661422757514724
As3Na3Sr3,3.0118313919164423
As2Mg3,3.124389512246104
Al2Cu2O4,2.3589418871767744
Al6Br2Na8O24Si6,1.5248754047462372
As2Li6,2.7488179277646254
As1F6K1,1.3940349110870147
Hg2I4,2.140557996105011
Au2K4P2,2.577056719075719
Cu2O14Si4Sr4,2.181733867057728
Li7Mn3O12Si2,2.0181096765702966
K4P4Pd2,2.7624740722764938
F6Ge1K2,1.41730483168422
B2La2O6,1.919334606923278
Al6Cl2Na8O24Si6,1.5095125040886543
F3Mg1Rb1,1.4783500938546317
Cr1Na1S2,2.9248136692787794
Bi1Cu1O8W2,2.4945461845126595
Br16In4Na4,1.7455671475674222
Cr3Ga1Li4O8,2.084862665341133
Fe1O16P4Sb3,1.9943882102873889
H8O24S4Ti4,1.919815963402048
Br4,2.5112413928851183
I4K18Li6O26,1.8318792718589991
Ba4F8O6W2,1.7468398133009602
O14Ta2Tm6,2.131031596825037
In1Na1O2,1.9847281929775569
C2Li1Mn2Na5O14P2,1.6065551136930638
Ga8Li24N16,2.2873797236138977
I4Nb2O2,2.5926021567947246
Cs1F3Sn1,1.679777366200652
H8O16P4Tl4,1.7048949136725895
Ba2C2O6,1.6463878253226618
Cr1K1P2S7,2.293787333937768
Co3Cr3Li4O12,2.5721376323983907
O6Rb8Sn2,1.9463585658009328
Ga3Li2O8V1,1.8438539438225736
As2H28Na6O20S2,1.5703166347375084
Bi1Ni1Sc1,4.74940680506524
Br4Re12S16,2.685951104047379
As2C2Li2Mn2O14,1.9761350324982008
Al2H4Li2O14Si4,1.5390773209946278
Ba24Mo8N32,2.400598328195146
Na1O2Tl1,2.3170745923829665
Cu3Nb1Te4,3.1343651669835784
Ge8Na8O20,1.6886277881999412
B48C2Mg4,2.845845392849021
B4Li4O12Ti2,1.783482081023898
Li2O14P4Sc2,1.6701481970172587
Ca8S16Sn4,2.4195848016956307
Cd1F6Pt1,1.737312004218016
As2Hg1O6,2.266044277296151
F4O20Pr8Sb4,2.090681866441345
Li6O12Ti3V3,2.776422938482776
P4S16Zn6,2.353148599925923
Al2F8Rb2,1.4267641621015965
Ag1F6Ti1,2.0031853800052226
Li24N16Y8,2.442198190155747
Cu2O4Y2,2.2082471932885186
Mn1O9Zr4,2.2866911320362733
H48Se8Si16,1.6382013510758269
Cu4Na4O16P4,2.031307953019433
Cu8Lu8O20,2.3583502001752548
F8H12N4Si2,1.386602562620835
Cd4Li4O16P4,1.7427019251725178
P4S12Sn4,2.6576186709157508
Mn2O14P4,2.269434934316085
Cl2H6Li8O6,1.5046594299043217
Ge2Mg2O6,1.9153554935485595
Hf1Ru2Si1,5.1661916340762986
Li4O12Te3V1,2.255754788683084
Dy2O38Ta14,2.3597290804949065
Na2Nb2O4,2.8642106533330765
As8Ga2Na6Sr6,2.976178982073042
B6N10Sr6,2.104916071169268
Br2H2,1.5814582932639525
B6O13Zn4,1.8082660202525511
Br12Nb4O4,2.1136883245486637
H2O2Rb2,1.5864059160945805
Cl2H2,1.402434609343541
O12W4,2.5860343356395155
Li8O24P4V4,1.8488166485619928
O8Pt2Zn4,2.4285375571867664
H4Mo2O8,1.8626207343418042
F8H4P4S4,1.5618365258033038
F7Li4O1V2,1.6530282312572082
I1Na1,1.8256505689627247
Li2Mn2O8P2,1.6689184737318294
K1La1O2,1.9148087807054448
Na6Sb2,3.3130046785358043
Li6Sb2,3.0355588342068778
Ge4Se4,4.826662062612906
O4Rb2Sc2,2.0121631809241114
F6Ge1Rb2,1.4388408529090329
Cr1Na1O2,2.0706571420686597
Pt1Rb2S2,2.299494074791234
Na2Nb2Se4,3.514626106240422
K2Nb2S4,3.259093278812375
F6Mg1Pd1,1.7550803400414552
Ge8O28Sm8,1.9445047355732168
C2Li6Mg2O14P2,1.5972285371855837
Cl4H20O24,1.4936059275011822
Bi2O6Ti1Zn1,2.495012986524593
As1F6N1S2,1.5620499351777215
Ce3O16Zr5,2.5769751647128407
F4H12O16P4Rb4,1.4825653442597395
O14Ta2Y6,2.116042433318489
O14Pb4Sb4,2.3621115553673584
As12Cu16Yb8,1.0
La8O24Te4,2.0377648703092968
O6Sr2Ti2,2.5380926565697592
Be2N4Si2,2.137642966351393
K2Pr2Se8Si2,2.3016443397420607
Li4O6V2,2.2190642171870563
Nb2O14Sm6,2.2350011931391296
Cl12Cs2Sb2,1.6622489785428256
Na8O16Si4Zn4,1.6623926531759377
H8N4Na4,1.551502927271919
O36S8Sb8,1.8520958398527867
F6Li1Mn3O2,1.7802234878426548
Li2O6Sb2,1.9490506214069179
As4K12Se12,1.9861112758352688
Ba3O18V6,1.9349599479058992
Cu1Nd5Se8,3.332205875992658
O8Pb2W2,2.168356059322362
F5K1O1Rb2Zr1,1.4842224676015834
Ba10Cr2N10,3.848759323903397
F20Fe4Li8,1.508654209343691
K2N2O6,1.4411434459252674
Fe4O8Rb4,1.920796970010105
Cr2Li6O8,2.1582229325075666
H14I2O20S2,1.5751190431202335
Al7In1La8O24,2.2122386851332303
Al7B1La8O24,2.215851980616033
Ba2F7Pr1,1.5608172004861218
Al8La7O24Sc1,2.238972978845436
Al7Ga1La8O24,2.1883783950679088
Ge1Mn1Te4Tl2,3.8187916500729218
C8H24Mo3N2S13,1.834389635092104
H16I2N8P2,1.630539864928738
As28Ba6,3.2566342543593483
Ba12Ge4O20,1.9634995968083784
Li2N6Zr4,3.0435652887143174
K4Sn2Te10,3.904350949048168
Cr3O16P4Sb1,2.0128384601518987
Cl6Cs3H8O4V1,1.5941164742054872
C1Ca1F1K1O3,1.5468760993262087
Ag2Ga2Te4,4.427489882658496
Ca2I12Sr4,1.8858610288927236
Ca8Si4,3.970222495864264
Hf12N16,3.2309926808643246
N40Rb24W16,2.2465586274715084
Ba6Ge6O24Zn6,1.8479715906907208
Ba24N32W8,2.345894427860441
Ba6O12W2,2.0469256622229017
Ba2Br4O12,1.690463052933525
Nb4O16S12Sm12,2.592334147700356
Li4O6Si2,1.6632907142168505
Fe1Li4O12Sb1W2,2.29216237063026
H4Li4O10Se2,1.5337752986231936
Al4Ca4H20,2.2024567343461405
H8O8Zn4,1.6635434262674025
Fe4Li4Mn4O16,2.6366110824313846
B2O9S2,1.6055349056726649
As4O20Sb4,1.869702917578084
K1Li1Mn1S2,2.1301826995197697
Cu4Rb2S8V2,2.3742796802398827
Li2O4Tm2,1.9356482979439564
H6Li2O12Se4,1.7599024594183243
O16Rb4V6,1.8311113201186504
Al9Cl36Ho3,1.5337635628305533
Be8Cs4F20,1.3871175148486878
Rb32Si32,2.415749987064059
C2Fe2Na5O14P2,1.6610088299986046
Li4Ni2O14P4,1.6422428768810862
Na8O8Sn4,2.0741740524845063
Cr3Li2Mn1O8,3.4640852087287515
C2Fe1Li6Mn1O14P2,1.64869190572405
Na6O2P2S6,1.8597443372678943
As1Ca3N1,3.011976095522672
B4Cr4Li12O20,1.9156454090810584
Cu2Hg1I4,2.7530500527639368
Fe2Na4O4,1.9488813885577199
F4K2,1.4022600804891128
Li2Ni1O4Sn1,2.055940660622286
F7Na1Y2,1.5063801196833335
Cl2Ga6Na8O24Si6,1.5595544235453918
B2N6Sr6,2.7553857564171813
C2Na2Nd2O14P2,1.840982255934768
Mg4O4,1.7567467002232044
Ag4O6,3.832268518775791
Cu3Li3O8P2,1.901067112466078
Ge4N6Rb2,2.41061852367119
Ba4Ge4O12,1.7944085376524488
Fe2Li3O8Si2,1.7940222964054824
Fe2Li2O4,2.253723487166348
F5Fe3Li2O3,1.818178942421968
Al2Os1,4.159647420954114
F1Na1Nb6O15,2.5536145624062634
Fe1Sb1V1,5.620228465107094
H20N4O4,1.4318625399574267
F8H4P4,1.5265485034329351
Bi1Li1Mg1,3.606463641851944
F2O4Sb2,2.050493734333395
Bi1F5Pb1,1.836757559759408
N8O4Zr8,3.0408572626548844
Cs8O32P8Ti4,1.6339023838650826
C3H20N4O10,1.531667928823217
Ca6Ga2N6,2.5660291632533463
Bi2F2O2,2.2374421155908397
Cl2O8Pb2Re2,2.032719606832187
F20Na2Y6,1.6316670411984588
Cl8Zn4,1.6835331014520503
H22Na4O16P2,1.4734717506623602
C2Na6O14P2Zn2,1.6120453881120511
Ba8Na8O12,1.977800377523812
Be2C2Li6O14P2,1.589888780177196
N6Ta2Zn4,2.6203751639793875
Ba3Ga3Nb1O14Si2,1.8991429646027216
O26Re4S4,1.842686987345744
F12Pb4,1.8582238831744684
Ag1F5Li2,1.9613640661539609
Ba2H6Ru1,2.1047372757662663
Ag2As1K1O4,2.051232718797813
B3F12Li3,1.2880051759730375
F6Li2Ni2,1.519310384446241
Cu4Ge2Mn2S8,3.0769890044219093
Cr2Li7O8,1.961179067126032
Cd2P4Si2,3.2845073197259484
B4F16H16N4,1.3661381091724707
C2Li6O14P2Yb2,1.6295844050963832
C2Li6O14P2Zn2,1.6447807351336126
I6P2,1.9080003494059827
Ga2Hg1Se4,2.929372003234368
H4K4O4,1.563842944501083
H1N1Sr2,2.3668797321931287
Ca2O6Pt2,2.7034455792562144
Cl4Hg6Te4,2.5795623659838123
Cl2H14O6,1.5141872492425144
Cu2Na2O14P4,2.0089786452928453
Fe4H4O8,2.249206611352647
Ba1Ca1Ga4O8,1.8798945005859595
Ag2Er2Te4,3.3504765830152183
Ca6O18Te6,1.8375521761299731
Na9O15Re3,1.7688498146158924
Ba3Ge12O27,1.8635054780350555
Ag2F4Li2,1.805441086426253
Ba2F8Mn2,1.5528885987088707
Be4Ge2O14Pr4,1.9654799244289758
Cs2Nd2O24P8,1.5908618209427658
Cr1Mn3O16P4,2.2119945750385552
O2Se1Y2,2.3504771892894416
F12Fe8O4,1.801647208531091
Cs4O6Te2,1.6928090067498236
Lu8O24W4,2.115553670634081
Cl4Na4O12,1.4147349575097097
Br2H12Ni1O14,1.60665283554975
Al2As8Ca6Na6,2.882288327006858
Cl2In2O2,1.861729482676435
Cl4K2Pt1,1.8265534028145287
O18P4V2Zn4,1.7319541949293389
Be6Cd8O24Si6Te2,1.8986123880350088
Br6Hg3,1.999169893259091
Li4S4Ti1,2.0106509725293784
Ag2K1S4Sb1,2.564470380669922
Ba2I6Sr1,1.9520930564748777
Cl4H8Li4O4,1.6181264886693294
Be4H8O8,1.6008644064537716
H12N2O4P2,1.593423986263543
F6Li1Mn2,1.8107634481255452
Pb2S8Tb4,3.112475060141045
Ag2Dy2Te4,3.3560267182090984
Br6Ni2Rb2,2.0363279860245185
Cu2Ge2La6Se14,3.0028257802720857
Ag2Ga2Se4,4.777830749200303
Hf1O3Sr1,2.0864680295972375
Al20Li4O32,1.7777693888690962
Ca4Ge4O14Zn2,1.8211511926983623
Cu6Ge3S12Sr3,2.802965037241815
F4Li3Mn1O1,1.8491408815988035
Ru8Si12,4.565189921124858
Ge4Mn4N8,2.7120917511519904
Nd4O4Se3,2.7503797313583207
Cu2Ge2Nd6S14,2.7813445789162228
Cl6Cs2V2,1.7561899100040366
Ge4Pt4Se4,4.844981940110818
Na6P2S8,2.019813027650497
O4Pb4,2.2918422720597507
Ba4C2Cu1Na1O10,1.9326168787423958
O10Si2Sr6,1.8633570958532524
B8O14Sn2,1.982969574485028
F12H16N4Si2,1.4093733833583275
As4H8Li4O16,1.578370784490556
H2K2S2,1.6773279571197892
O2Zn2,17.691168267660075
Ca3Ga3O14Si2Ta1,1.8657993818557557
As2Na1O7Sc1,1.8444036073123118
B8O14Sr2,1.7774847397375877
N8O6Si6Y4,2.120358617467024
F8Li2O4Re2,1.6046952981796887
O8Rb3Ta1,1.6243719812079171
Cs2N4Ta2,2.499849328792971
Hg1Na2O2,1.902222910176397
Ba2Pr4Se8,2.9700853523089195
Bi2K2O4,2.029869043395006
Cr12Li8Nb4O32,2.167000461467418
Be4Ge2O14Y4,1.944408993327621
C1Cl2Sc2,2.5907225504351845
I2La2O2,2.1139903815612158
Ce3In3Ni3,1.0
Ag6P14Sn2,4.017005518210467
Rb2Te5,4.089172695464663
I8O16,2.261489184880912
Br2Hg2,2.317397966118755
Cl18W3,1.8450915955224392
Mn2O6Zr2,2.221732807217524
Na4O4Pt1,2.247837350759881
As8S10,2.108316864230802
Ga8N16Sr12,2.4799270822613577
H32N8O20Se8,1.6827534974954983
Cs2Ga2S4,1.9031402120355358
Cl8O16,1.7623847480048165
Li4Mn4Nb4O16,2.1318487282168967
Cu2Ho6S14Sn2,2.819181205007346
Mo1S4Se2Te2W3,1.0000000000274398
H12I4Si4,1.6557978942693057
In2S4Tl2,3.1385670297127635
Fe4Nb4O16,2.3994591393441644
Cl12P4,1.5215124054702938
Ca4I2N2,2.382170648799115
Bi4F12,1.8816659285501949
Cl2Co1,3.956008088995544
K6O26Si4Ta6,2.013362279041374
F8H20N4,1.4029730337156638
Li2O6U2,2.3526397230912046
H3Li4Mn2O16P4,1.912022227904268
C4O8,1.3787288478717754
Br6La2,2.1009521650861567
Bi8O12,2.534957352147061
Mg4N8Si4,2.090972182183844
Cl4O14,1.4789636010846696
F8Fe8O8,2.1227983761370774
F8Ge4,1.7008704634196377
Na5O5Sb1,1.819985714229648
Cr4F11O1,1.8568787793183714
I8Te8,3.0182056610998753
I6Sb2,2.3650933737734343
H12Li4N6Rb2,1.670146001601856
O12Pb8,2.986866895046366
Li1O7P2V1,1.8241449138340595
Cr4Li4O16Si4,1.9526111661298806
Cs16N32Nb16,2.7662565559494534
Te1Zn1,3.018068511396045
Br2Na4O1,1.7302382302253392
Cl6Sc2,1.7503333016038731
I12Te2Tl4,2.5042630319783368
