formula,target
Al2S3,0
Al2Se3,0
Al2Te3,0
Al3Tc,1
Al4Cu2O7,1
Al4Cu9,1
Al5Rh2,1
Al6Fe,1
Al6Ru,1
Al6Tc,1
Al7(CN)3,1
Al9Co2,1
Al9Ir2,1
Al9Rh2,1
AlAgO2,0
AlAgS2,0
AlAgSe2,0
AlAgTe2,0
AlAs,1
AlB12,0
AlB2,1
AlBi,0
AlCoO3,1
AlCu3,1
AlCu7O12,1
AlCuS2,0
AlCuSe2,0
AlCuTe2,0
AlFe2Si,1
AlFe4(CuO4)3,1
AlIr,1
AlN,0
AlNi2,1
AlP,0
AlPd5I2,1
AlSb,0
AlSn,1
AlV(TeO4)2,0
AlVCo2,1
As2Ir,0
As2O3,0
As2Os,0
As2Pt,0
As2Rh,0
As2Ru,0
As2S3,0
As2S5,0
As2Se3,0
AsAu3,1
AsBr3,0
AsI3,0
AsOsS,0
AsP,0
AsPPd,0
AsPPt,0
AsPRu,0
AsPd3Pb2,1
AsRuS,0
AsS,0
AsS3,0
AsSI,0
AsSeBr,1
AsSeI,0
Au3S,1
AuBrO2,1
B2Mo(PbO2)6,0
B2O3,0
B2Se2O7,0
B3H2Pb2O7.5,0
B3Pb10Br3O13,0
B3Pb3NO10,0
B4C,0
B4H2Pb6O13,0
B4W,1
B5Mo2,1
B6As,0
B6P,0
BAs,0
BH(PbO2)2,0
BMo,1
BP,0
BPb2ClO3,0
BPb6BrO7,0
BPb7Br3O7,0
BRh2,1
BSb,0
BSbPbS4,0
BSe2Cl,1
BTe2As,1
Ba(AsPd)2,1
Ba(AsRh)2,1
Ba(BO2)2,0
Ba(BRh)2,1
Ba(FeS2)2,1
Ba(GaS2)2,0
Ba(GaSe2)2,0
Ba(InS2)2,0
Ba(InSe2)2,0
Ba(NiP2)2,1
Ba(PdO2)2,1
Ba(SnO2)4,1
Ba(ZnAs)2,0
Ba1.88Ta15O32,0
Ba12In4S19,0
Ba14Ir8(PdO11)3,1
Ba14Na8CaN6,1
Ba23Ga8(SbS19)2,0
Ba2B4H2O9,0
Ba2B6H4O13,0
Ba2B6O11,0
Ba2BiSbO6,1
Ba2CaOsO6,1
Ba2CaReO6,1
Ba2Cd(BO2)6,0
Ba2Ce2O5,1
Ba2CeInTe5,0
Ba2CoWO6,1
Ba2Cu5F14,1
Ba2CuWO6,1
Ba2DyCu3O7,1
Ba2DyGaSe5,0
Ba2DyGaTe5,0
Ba2DyInSe5,0
Ba2DyInTe5,0
Ba2ErGaSe5,0
Ba2ErGaTe5,0
Ba2ErInSe5,0
Ba2ErInTe5,0
Ba2FeMoO6,1
Ba2FeReO6,1
Ba2Ga8GeS16,0
Ba2Ga8SiS16,0
Ba2GaAsSe5,0
Ba2GaBiS5,0
Ba2GaBiSe5,0
Ba2GaBiTe5,0
Ba2GaS4,0
Ba2GaSbSe5,0
Ba2GaSbTe5,0
Ba2GaSe4,0
Ba2GdGaSe5,0
Ba2GdGaTe5,0
Ba2GdInSe5,0
Ba2GdInTe5,0
Ba2HgS5,0
Ba2In2S5,0
Ba2In2Se5,0
Ba2InAgS4,0
Ba2InBiS5,0
Ba2InSbSe5,0
Ba2LaIrO6,1
Ba2LiFe2N3,1
Ba2NaCu3S5,0
Ba2NdGaS5,0
Ba2NdGaSe5,0
Ba2NdInSe5,0
Ba2NdInTe5,0
Ba2ReNiO6,1
Ba2Sb7HO14,0
Ba2ScIrO6,1
Ba2ScTaO6,0
Ba2SmCu3O7,1
Ba2SmGaSe5,0
Ba2SmGaTe5,0
Ba2SmInSe5,0
Ba2SmInTe5,0
Ba2SmTaO6,0
Ba2SnSe4,0
Ba2SnSe5,0
Ba2TaInO6,0
Ba2TbIrO6,1
Ba2ThCu2Se5,0
Ba2UCuO6,1
Ba2V2Te2O11,0
Ba2V2ZnO8,0
Ba2V4(TeO6)3,0
Ba2YGaSe5,0
Ba2YGaTe5,0
Ba2YInSe5,0
Ba2YInTe5,0
Ba2YReO6,1
Ba2Yb(CuO2)4,1
Ba2Zn0.2B2S5.2,0
Ba2ZnSe3,0
Ba2ZnTe3,0
Ba3(AlGe)2,1
Ba3(LiSn2)4,1
Ba3Ag2(SnS4)2,0
Ba3B1.5Sb0.5S6,0
Ba3BSbS6,0
Ba3BSbSe6,0
Ba3Bi0.5B1.5S6,0
Ba3Bi2TeO9,0
Ba3CaIr2O9,1
Ba3CaRu2O9,1
Ba3Cd(SnS4)2,0
Ba3Co10O17,1
Ba3CrS5,1
Ba3Dy2(PS4)4,0
Ba3Er2(PS4)4,0
Ba3ErRu2O9,1
Ba3Eu(PO4)3,0
Ba3FeS4Br,0
Ba3Gd2(PS4)4,0
Ba3GeS5,0
Ba3Ho2(PS4)4,0
Ba3In2(PO4)4,0
Ba3InS4Cl,0
Ba3La3(Cu3O7)2,0
Ba3MgTa2O9,0
Ba3N2,1
Ba3NaIr2O9,1
Ba3NaIrO6,1
Ba3Nb2CoO9,1
Ba3Nb2Se9,0
Ba3P3ClO10,0
Ba3PN,1
Ba3Sb2S7,0
Ba3Sn(SbSe4)2,0
Ba3Sn0.87Bi2.13Se8,0
Ba3Ta2Se9,0
Ba3Ta2ZnO9,0
Ba3Ta5NO14,0
Ba3Tb2(PS4)4,0
Ba3Te,1
Ba3ThSe7,0
Ba3V2(SeO4)4,0
Ba3YIr2O9,1
Ba3Yb4O9,1
Ba3ZrRu2O9,1
Ba4B11O20F,0
Ba4Ga4GeSe12,0
Ba4Ga4SnSe12,0
Ba4Ga5AgS12,0
Ba4Ga5CuS12,0
Ba4Ga5CuSe12,0
Ba4Ga5Si18,0
Ba4Ge3S9Cl2,0
Ba4Ge3Se9Cl2,0
Ba4InAgSe6,0
Ba4InCuSe6,0
Ba4LiGa5Se12,0
Ba4Nb14O23,1
Ba4Sb3S8Cl,0
Ba4Si20Au3,1
Ba4Si3Se9Cl2,0
Ba4Sm2Cu2O9,1
Ba4Yb(CuO3)3,1
Ba5(Ga2Se5)2,0
Ba5(GaSe4)2,0
Ba5Al2Ge7,1
Ba5Bi3,1
Ba5Cd(Ga2Se5)3,0
Ba5Ga6GeP12,0
Ba5Ga6SnP12,0
Ba5Ge3,1
Ba5In4Bi5,1
Ba5In4Te4S7,0
Ba5Sb3,1
Ba5V3O12F,0
Ba6Ag2.7Sn4.3S16,0
Ba6Al4B14O33,0
Ba6Ga2SnSe11,0
Ba6In2NF,1
Ba6Sn6Se13,0
Ba7(SnS3)5,0
Ba7B3O9F5,0
Ba7Ga5AgS15,0
Ba7Ru4Br2O15,1
Ba8Al10B12O41,0
Ba8Hg4Se7S5,0
Ba8Sn4S15,0
Ba8Ta7O24,1
BaAg,1
BaAg2,1
BaAgSbS3,0
BaAl2,1
BaAl4Se7,0
BaAlCu4O7,1
BaAu(IO3)5,0
BaAu2,1
BaB6,0
BaBClF4,0
BaBSbS4,0
BaBiClO2,0
BaCaB2O5,0
BaCaSn3,1
BaCdSnS4,0
BaCu2SnSe4,0
BaCuSbS3,0
BaCuSbSe3,0
BaCuTeF,0
BaDy2CuO5,1
BaEu2Mn2O7,1
BaF2,0
BaGa2GeS6,0
BaGa2GeSe6,0
BaGa2SiS6,0
BaGa2SiSe6,0
BaGa2SnSe6,0
BaGa4S7,0
BaGa4Se7,0
BaGe2,0
BaGe3Pt,1
BaGe4(IrS3)2,0
BaGe4(IrSe3)2,0
BaGe4(RhSe3)2,0
BaHgS2,0
BaHgSe2,0
BaIn2(P2O7)2,0
BaIn2Ir,1
BaLa2CoS5,1
BaLa2In2S7,0
BaLa2In2Se7,0
BaLa2Te5O14,0
BaLi4,1
BaMn4O7,1
BaMn4ZnO8,1
BaMnO3,1
BaNa2GeS4,0
BaNa2GeSe4,0
BaNa2SnS4,0
BaNa2SnSe4,0
BaNaB5O9,0
BaNb4O6,1
BaO,0
BaPd(IO3)4,0
BaPdSe6,0
BaPrO3,0
BaPt5,1
BaReH9,0
BaS,0
BaSe,0
BaSi,1
BaSi2,0
BaSn2S5,0
BaSn3,1
BaSnO3,0
BaTaNO2,0
BaTbMn2O6,1
BaTe,0
BaTeMo2O9,0
BaTh3,1
BaTi14O28,1
BaTi4O7,1
BaTi4O8,1
BaTiO3,0
BaTl(MoO3)2,1
BaTl3,1
BaUSe3,0
BaV2SeO8,0
BaYb2O4,1
BaYbSn3,1
BaZn(MoO2)4,1
BaZn5,1
BaZnGeSe4,0
BaZnSO,0
BaZnSiSe4,0
Be12Pt,1
Be22Re,1
Be2HgTe,1
Be2W,1
Be3N2,0
Be3Sb2,0
BeAlB,1
BeCu,1
BeFe2Si,1
BeGaO3,1
BeGaRh2,1
BeO,0
BePd2,1
BePd3,1
BeS,0
BeSe,0
BeSiOs2,1
BeSiRu2,1
BeTcSe,1
BeTe,0
Bi0.002Te0.003Pb0.999Se0.999,0
Bi0.04Te0.06Pb0.98Se0.98,0
Bi0.2Sb1.8Te3,0
Bi0.2Te0.3Pb0.9Se0.9,0
Bi0.4Sb1.6Te3,0
Bi0.4Te0.6Pb0.8Se0.8,0
Bi0.6Sb1.4Te3,0
Bi1.4Sb0.6Te3,0
Bi1.6Sb0.4Te3,0
Bi1.8Sb0.2Te3,0
Bi1.98Sb0.02Te3,0
Bi12PO20,0
Bi12Rh12O41,1
Bi1Sb0.15,0
Bi2(BO3)3,1
Bi2(MoO4)3,0
Bi2(PO4)3,1
Bi24BO39,0
Bi2AsClO4,0
Bi2CO5,0
Bi2I4O13,0
Bi2Mo2Se2O13,0
Bi2O3,0
Bi2O5,1
Bi2Pd3S2,1
Bi2Pt,1
Bi2S3,0
Bi2SI2O11,0
Bi2Se3,0
Bi2SeI2O11,0
Bi2Te0.03Se2.97,0
Bi2Te0.1Se2.9,0
Bi2Te0.3Se2.7,0
Bi2Te0.45Se2.55,0
Bi2Te0.4Se2.6,0
Bi2Te0.6Se2.4,0
Bi2Te0.9Se2.1,0
Bi2Te1.2Se1.8,0
Bi2Te1.5Se1.5,0
Bi2Te2.1Se0.9,0
Bi2Te2.4Se0.6,0
Bi2Te2.7Se0.3,0
Bi2Te2.97Se0.03,0
Bi2Te2SO10,0
Bi2Te2Se,0
Bi2Te3,0
Bi3BTeO9,0
Bi3I4O13F3,0
Bi3Se2NO11,0
Bi4I,1
Bi4Pb7Se13,0
Bi4Pd(SeO3)4,0
Bi5IO7,0
Bi7O5F11,0
Bi8Te7S5,0
Bi9S6O7.5,0
BiAs2Os,1
BiBPbO4,0
BiBr3,0
BiBrO,0
BiClO,0
BiI3,0
BiIO,0
BiIO3F2,0
BiO,1
BiP3(PbO4)3,0
BiPO4,0
BiPb2S2I3,0
BiPbBrO2,0
BiPbClO2,0
BiPd,1
BiSBr,0
BiSCl,0
BiSI,0
BiSbTe3,0
BiSe,0
BiSeBr,0
BiSeI,0
BiSeO3F,0
BiTeI,0
BiTeNO6,0
CBr4,0
CI4,0
Ca(AgGe)2,1
Ca(Al4Co)2,1
Ca(AlZn)2,1
Ca(BC)2,1
Ca(BIr)2,1
Ca(BiO2)2,0
Ca(CoGe)2,1
Ca(CoS2)4,1
Ca(GdS2)2,0
Ca(GeRh)2,1
Ca(LaS2)2,0
Ca(MnAs)2,1
Ca(NdS2)2,0
Ca(Ni2O3)2,1
Ca(PrS2)2,0
Ca(SiPd)2,1
Ca(SmS2)2,0
Ca(TiS2)4,1
Ca10Ge16(B2O17)3,0
Ca11Bi10,1
Ca11Ga7,1
Ca2Bi2O5,0
Ca2CdAs2,0
Ca2CdPb,1
Ca2Co9O13,1
Ca2CuWO6,1
Ca2Ge,0
Ca2GeN2,1
Ca2Mn9O13,1
Ca2MnAlO5,1
Ca2NiIrO6,1
Ca2Os2O7,1
Ca2PbAu2,1
Ca2ScSbO6,0
Ca2Si,0
Ca2SmTaO6,0
Ca2Sn,0
Ca2Sn2F3,1
Ca2SnS4,0
Ca2Ti9O13,1
Ca2TlCd,1
Ca2ZnRh,1
Ca3(BN2)2,0
Ca3(GaPt)2,1
Ca3Al2Ge3,1
Ca3Au,1
Ca3Au4,1
Ca3Bi(PO4)3,0
Ca3BiAs,1
Ca3BiSb,1
Ca3Cu2(ClO2)2,1
Ca3In,1
Ca3La2(SnS4)3,0
Ca3N2,0
Ca3PbN,1
Ca3Sb2,0
Ca3SbN,1
Ca3Sn2S7,1
Ca3Ti2(SiO4)3,0
Ca3TlN,1
Ca3Zr17O37,1
Ca4Al3O10,1
Ca4Bi6O13,0
Ca5(Bi7O13)2,0
Ca5Au2,1
Ca5B3O9F,0
Ca5Ir,1
Ca5Sb3,1
Ca5Sn4S13,1
Ca6Ag16N,1
Ca6Cu2Sn7,1
CaAgF5,1
CaAu5,1
CaB6,0
CaCdPd2,1
CaCdSi,1
CaCu5,1
CaEu2O3,1
CaEuO2,1
CaF2,0
CaGa3Ni2,1
CaGaAu3,1
CaGaGe,1
CaGe2,1
CaHfZn,1
CaHg2,1
CaI2,0
CaIn2Ir,1
CaIn4Ir,1
CaInAu,1
CaInPt,1
CaIrO3,1
CaMg2N2,0
CaMgSn,1
CaMnSn,1
CaNi5,1
CaO,0
CaOsO3,1
CaPb,1
CaPd3C,1
CaPrZn2,1
CaS,0
CaSe,0
CaSnO3,0
CaTaNO2,0
CaTe,0
CaTi4O8,1
CaTiO2,1
CaVO2,1
CaYbInSe4,1
CaZn2,1
CaZn3,1
CaZn3Ni2,1
CaZn5,1
CaZnSO,0
Cd(GaS2)2,0
Cd(GaSe2)2,0
Cd(In15Te23)2,0
Cd(InS2)2,0
Cd(InSe2)2,0
Cd(InTe2)2,0
Cd(PS2)2,0
Cd0.01Ga0.99Sb0.99Te0.01,0
Cd0.01Hg0.99Se1,0
Cd0.01In0.99Te0.01As0.99,0
Cd0.02In0.98Te0.02As0.98,0
Cd0.03In0.97Te0.03As0.97,0
Cd0.04In0.96Te0.04As0.96,0
Cd0.05Ga0.95Sb0.95Te0.05,0
Cd0.05In0.95Te0.05As0.95,0
Cd0.06In0.94Te0.06As0.94,0
Cd0.07In0.93Te0.07As0.93,0
Cd0.1Ga0.9Sb0.9Te0.1,0
Cd0.1Hg0.9Se1,0
Cd0.1In0.9Te0.1As0.9,0
Cd0.204Hg0.796Te1,0
Cd0.23Hg0.77Te1,0
Cd0.28Hg0.72Te1,0
Cd0.2Ga0.8Sb0.8Te0.2,0
Cd0.2Hg0.8Se1,0
Cd0.2In2.4Ag0.4Te4,0
Cd0.35Hg0.65Te1,0
Cd0.37Hg0.63Te1,0
Cd0.3Hg0.7Se1,0
Cd0.3Hg0.7Te1,0
Cd0.4Hg0.6Se1,0
Cd0.5Hg0.5Se1,0
Cd0.5In2.25Ag0.25Te4,0
Cd0.5In2.2Ag0.4Te4,0
Cd0.6Hg0.4Se1,0
Cd0.75In2.1Ag0.2Te4,0
Cd0.7Hg0.3Se1,0
Cd0.8Hg0.2Se1,0
Cd0.8In2.1Ag0.1Te4,0
Cd0.99Ga0.01Sb0.01Te0.99,0
Cd0.99Hg0.01Se1,0
Cd0.9Hg0.1Se1,0
Cd12Ge17(B4O29)2,0
Cd13I28,1
Cd1Hg6.5As4Cl6,0
Cd1Se0.01S0.99,0
Cd1Se0.2S0.8,0
Cd1Se0.35S0.65,0
Cd1Se0.45S0.55,0
Cd1Se0.65S0.35,0
Cd1Se0.99S0.01,0
Cd2AgRh,1
Cd2InAgTe3,0
Cd2InCuTe3,0
Cd2InCuTe4,0
Cd2PbO4,1
Cd3AgPS6,0
Cd3As2,0
Cd3Bi(PO4)3,0
Cd3Bi2,0
Cd3In2(Te2S)2,0
Cd3P2,0
Cd3Sb2,0
Cd3Te2MoO10,0
Cd4As2Br3,0
Cd4As2I3,0
Cd4P2Br3,0
Cd4P2Cl3,0
Cd4P2I3,0
Cd4Sb2I3,0
Cd4Sb3,0
Cd5Ga2(Te3S)2,0
Cd6P7,0
Cd8B5O15F,0
CdAg,1
CdAg2(PS3)2,0
CdAg2GeS4,0
CdAs2,0
CdAsPd5,1
CdAuO2,1
CdBiClO2,0
CdBr2,0
CdCl2,0
CdCu(SeO3)2,0
CdCu2GeS4,0
CdCu2GeSe4,0
CdCu2SnS4,0
CdCu2SnSe4,0
CdF2,0
CdGeAs2,0
CdGeP2,0
CdHIO4,0
CdHg4(AsI2)2,0
CdHg6(As2Br3)2,0
CdI2,0
CdIClO3,0
CdIn,0
CdIn8Te13,0
CdInCuSe3,0
CdO,0
CdP2,0
CdP4,0
CdP4PbO12,0
CdPd,1
CdPt,1
CdRhF6,1
CdS,0
CdSb,0
CdSb2Se3Br2,0
CdSb4MoO10,0
CdSe,0
CdSiAs2,0
CdSiP2,0
CdSnAs2,0
CdSnO3,0
CdSnP2,0
CdTe,0
CdTeO3,0
Ce(AlZn)2,1
Ce(BC)2,1
Ce(CoAs)2,1
Ce(CoB)4,1
Ce(CuSb)2,1
Ce(HO)3,1
Ce(InS2)3,0
Ce(MnGe)2,1
Ce(MnSi)2,1
Ce(PPt2)2,1
Ce(SiAu)2,1
Ce(SiNi)2,1
Ce(SiPd)2,1
Ce1.3Lu0.7S3,0
Ce10Se14O,0
Ce15B8N25,0
Ce1Mn0.5Se1O1,0
Ce2(SbPd3)3,1
Ce2(SnSe3)3,0
Ce2Al2Co15,1
Ce2Co5B2,1
Ce2CrN3,1
Ce2Cu(NO)2,1
Ce2Fe(SeO)2,0
Ce2Fe17,1
Ce2Ge2Se7,0
Ce2GeSe5,0
Ce2S2O,1
Ce2S3,0
Ce2Sb,1
Ce2Se3,0
Ce2SiSeO4,1
Ce2Te3,0
Ce2Ti2O7,1
Ce2ZnNi2,1
Ce3(Al3Ru)4,1
Ce3Al,1
Ce3AlC,1
Ce3B2(ClO2)3,1
Ce3In3Ru2,1
Ce3LuSe6,0
Ce3MnAlS7,1
Ce3MoO7,0
Ce3NbS3O4,1
Ce3Pd5,1
Ce3SiPt5,1
Ce3Ta(ClO2)3,1
Ce3TaO7,1
Ce4(GeS4)3,0
Ce4Bi3,1
Ce4FeSe6O,1
Ce4InSbSe9,0
Ce4Si3Rh4,1
Ce4Te7,0
Ce5(SiN3)3,1
Ce5CuSe8,1
Ce5Ge3,1
Ce5Si3,1
Ce6B2(CBr)3,1
Ce8Sb2S15,0
Ce8U2O21,1
Ce9SmO20,1
CeAgSn,1
CeAl2Pd5,1
CeAl2Pt3,1
CeAl3Ni2,1
CeAlO3,1
CeAlSi2,1
CeAsPd,1
CeAsSe,1
CeB2Ir3,1
CeBC,1
CeBiW2O9,0
CeCd2Ag,1
CeCdAu2,1
CeCoGeH,1
CeF3,0
CeGaO3,1
CeHSe,1
CeHg,1
CeInIr,1
CeIr5,1
CeLu3,1
CeMg2Ag,1
CeMgAg2,1
CeMgNi4,1
CeMgPt,1
CeMgZn2,1
CeMoO4F,0
CeN,0
CeNbO4,1
CeO2,0
CeOs2,1
CePd5,1
CePrO2,1
CeRh,1
CeSI,1
CeSbO3,1
CeScO3,0
CeSi2Ni,1
CeSi2Pt,1
CeSiI,1
CeSiIr,1
CeSiOs,1
CeTaN2O,0
CeTl2P2S7,0
CeTl3,1
CeTlZn,1
CeZnPO,1
Co(PO3)4,1
Co(WO4)2,1
Co1Te1.88,0
Co2B4Mo,1
Co2Ge,1
Co2O3,1
Co2Te3O8,0
Co3H,1
Co3Se4,1
Co3W,1
Co5Ge7,1
Co5RuO8,1
Co7Mo6,1
Co7Re17O48,1
CoAs3,0
CoAsRh,1
CoAsS,0
CoAsSe,0
CoCu2Sn,1
CoGe,1
CoH2(SN)4,1
CoMoP2,1
CoN,1
CoOF,1
CoP2,0
CoP3,0
CoPS,0
CoPbO3,1
CoSb2,0
CoSb3,0
CoSbS,0
Cr(FeSe2)2,1
Cr(MoS2)2,1
Cr10Sb3Te7,1
Cr2CuS4,1
Cr2CuTe4,1
Cr2GeC,1
Cr2HO4,1
Cr2HgSe4,1
Cr2NiS4,1
Cr2O3,0
Cr2P3O11,1
Cr2S3,0
Cr2SbTe,1
Cr3N2,1
Cr3Ni(PO4)6,1
Cr3P,1
Cr3Se4,0
Cr4As3,1
Cr4Cu3Te8,1
Cr7C3,1
CrAs,1
CrB2(PbO2)6,0
CrBi2I2O11,0
CrCo2Bi,1
CrCoGe,1
CrCoPt2,1
CrCu2Si,1
CrFe2Sb,1
CrFeP,1
CrH9(CN2)3,1
CrIrO4,1
CrIrO6,1
CrNi3,1
CrNiAs,1
CrNiP2O9,1
CrO2,0
CrO3,0
CrPbO4,0
CrSb2,0
CrSi2,0
CrTe2,0
Cs(AsRu)2,1
Cs(MoO3)3,1
Cs0.4K0.6P1Se6,0
Cs1.13Cd1.13Bi2.87Se6,0
Cs1.43Cd1.43Bi2.57S6,0
Cs10Cd4Sn4S17,0
Cs2AgBiBr6,0
Cs2AgBiCl6,0
Cs2Al2B2O7,0
Cs2Ba3(P2O7)2,0
Cs2Cd(PSe3)2,0
Cs2Cd0.25Hg5.75S7,0
Cs2Cd1.35Hg4.65S7,0
Cs2Cd2Bi2S5,0
Cs2Cd3(B4O7)4,0
Cs2Cd3Te4,0
Cs2CrCl4,1
Cs2Cu(PS3)3,0
Cs2Cu2Sb2S5,0
Cs2DyCu3Te4,0
Cs2Ga2S5,0
Cs2Ga2Se5,0
Cs2Hg(ICl)2,0
Cs2Hg3I8,0
Cs2Hg3S4,0
Cs2Hg6S7,0
Cs2La1.19Bi8.81S16,0
Cs2Li3(BO2)5,0
Cs2MgGe3Se8,0
Cs2MgSn3Se8,0
Cs2Mo15S19,1
Cs2NaCoF6,1
Cs2NaMgF6,1
Cs2NaMnF6,1
Cs2NbCuSe4,0
Cs2P2PdSe6,0
Cs2PdSe8,0
Cs2Pt(IO3)6,0
Cs2SCl6F,1
Cs2Sb,0
Cs2SeClF6,1
Cs2SiB4O9,0
Cs2Sn(PSe3)2,0
Cs2Sn3(SbS5)2,0
Cs2Te,0
Cs2TeBr6,0
Cs2TeI6,0
Cs2Th(PS3)3,0
Cs2Ti(AgS2)2,0
Cs2VAgS4,0
Cs2Zn3(SeO3)4,0
Cs2ZnGe3S8,0
Cs2ZnGe3Se8,0
Cs2ZnGe3Te8,0
Cs2ZnSn3Se8,0
Cs39Ga53(Se16Cl)6,0
Cs3As,0
Cs3Bi,0
Cs3Bi2Br9,0
Cs3Bi2I9,0
Cs3Li4(BO2)7,0
Cs3NaZn2Ge21,0
Cs3Nb2AsSe11,0
Cs3Nb9(TeO8)4,0
Cs3PW3O13,0
Cs3Sb,0
Cs3Sb2Br9,0
Cs3Sb2I9,0
Cs3Sn3Cl7F2,0
Cs3V2Cl9,1
Cs4Ag9(SbS3)4,0
Cs4BiAs3Se7,0
Cs4Cu3Bi9S17,0
Cs4Ga4Si19,0
Cs4Ge(PSe3)4,0
Cs4Ge5(PbS4)4,0
Cs4In8GeSe16,0
Cs4Zr3S14,0
Cs5Bi(PSe3)4,0
Cs5Mo21Se23,1
Cs5P5Se12,0
Cs6.4Na1.6Ga8Ge38,0
CsAg2AsS3,0
CsAg2TeS6,0
CsAg5Te3,0
CsAgCl3,1
CsAgSb4S7,0
CsAsSe2,0
CsAu,0
CsB3O5,0
CsBi2,0
CsBi3Se5,0
CsBiS2,0
CsBiSe2,0
CsBr,0
CsCaBO3,0
CsCaO3,1
CsCd4Ga5S12,0
CsCd4Ga5Se12,0
CsCd4Ga5Te12,0
CsCd4In5Se12,0
CsCd4In5Te12,0
CsCdBO3,0
CsCdInSe3,0
CsCeCdSe3,0
CsCeHgSe3,0
CsCl,0
CsCu(SbS2)2,0
CsCu2AsS3,0
CsCu2SbS3,0
CsDy9(Cd2Se9)2,0
CsEr9(Cd2Se9)2,0
CsErZnSe3,0
CsEuF3,1
CsF,0
CsGa(SnSe3)2,0
CsGa7,1
CsGaS3,0
CsGaSnSe4,0
CsGdO3,1
CsGdZnTe3,0
CsGe5BO12,0
CsGeB3O7,0
CsGeI3,0
CsH3(SeO3)2,0
CsHo9(Cd2Se9)2,0
CsI,0
CsIn(SnSe3)2,0
CsInGeS4,0
CsInGeSe4,0
CsInHgS3,0
CsInI3,1
CsInS2,0
CsInSe2,0
CsInSnS4,0
CsInTe2,0
CsInTe3O8,0
CsIr,1
CsIrO3,1
CsK(PSe4)2,0
CsK2Sb,0
CsLaHgSe3,0
CsLi(B3O5)2,0
CsLiCO3,0
CsLu7S11,0
CsLu7Se11,0
CsLuCoS3,0
CsMg149,1
CsMn4Ga5Te12,0
CsMn4In5Se12,0
CsMn4In5Te12,0
CsMnSb,1
CsNa2Sb,0
CsNa8(B7O12)3,0
CsNb6I11,1
CsNbSe2O7,0
CsNi2F6,1
CsPPbO4,0
CsPSe4,0
CsPSe6,0
CsRb(PSe4)2,0
CsRb2Sb,0
CsRbP,1
CsSb,0
CsSb(SO4)2,0
CsSbS2,0
CsSbSe2,0
CsSbTe2,0
CsSc(SeO3)2,0
CsScBr3,1
CsSmCdSe3,0
CsSmHgSe3,0
CsSmZnSe3,0
CsSn3,1
CsTa3(SeO6)2,0
CsTaPSe6,0
CsTb9(Cd2Se9)2,0
CsTbZnTe3,0
CsTiCl3,1
CsTiF4,1
CsTm9(Cd2Se9)2,0
CsUCuS3,1
CsVP2S7,1
CsWCl6,1
CsYCdSe3,0
CsYHgSe3,0
CsYTe3O8,0
CsYZnSe3,0
CsYbCoSe3,0
CsYbMnSe3,0
CsYbZnSe3,0
CsZn2B3O7,0
CsZn4In5Se12,0
