formula,target
Al45CoNi4,0.0
Al45Fe2Co3,0.0
Al45Fe2Ni3,0.0
Al45Fe3Co2,0.0
Al45Fe4Ni,0.0
Al45Fe4Si,0.0
Al45FeCo4,0.0
Al45FeNi4,0.0
Al46Co3Ni,0.0
Al46FeCo3,0.0
Al46FeNi3,0.0
Al47Co2Ni,0.0
Al47Co3,0.0
Al47CoNi2,0.0
Al47Cr3,0.0
Al47Fe2Co,0.0
Al47Fe2Ni,0.0
Al47FeCo2,0.0
Al47Ni3,0.0
Al48CoNi,0.0
Al48FeCo,0.0
Al49Co,0.0
Al49Fe,0.0
Al4Co31B15,1.0
Al4Co35B11,1.0
Al4Co37B9,1.0
Al4Co39B7,0.0
Al4Cr,0.0
Al4Cu,0.0
Al4Fe35B11,1.0
Al4Fe37B9,1.0
Al4Fe39B7,1.0
Al4Ni,0.0
Al4Ni25B21,1.0
Al4Ni27B19,1.0
Al4Ni29B17,1.0
Al4Ni31B15,1.0
Al4Ni33B13,1.0
Al4Ni35B11,1.0
Al4Ni37B9,1.0
Al52Co23Si25,1.0
Al52Fe23Si25,1.0
Al52Si25Ni23,1.0
Al53Si16Mo31,1.0
Al57Cr23Si20,0.0
Al57V18Ge25,1.0
Al59Cr19Si22,0.0
Al59Ni10Ge31,1.0
Al5V2Ge3,0.0
Al5VCu4,0.0
Al5VGe4,0.0
Al6(Ni3B)11,1.0
Al62(CrSi)19,0.0
Al62.5Fe12.5Cu25,0.0
Al63Cr19Si18,0.0
Al63Fe12Si25,1.0
Al63Si6Mo31,1.0
Al65Si17.5Ni17.5,1.0
Al65Si19Ni16,1.0
Al66.5Si18.5Ni15,1.0
Al67(Fe7Ni4)3,0.0
Al67.5Si17.5Ni15,1.0
Al68Cr15Si17,0.0
Al69Co6Ge25,1.0
Al69Fe13Cu18,0.0
Al69Fe6Ge25,1.0
Al69Ni6Ge25,1.0
Al69V6Ge25,1.0
Al6Co27B17,1.0
Al6Co29B15,1.0
Al6Co35B9,1.0
Al6Co37B7,0.0
Al6Co39B5,0.0
Al6Co41B3,0.0
Al6Cr3Si,0.0
Al6CrGe3,1.0
Al6CrSi3,1.0
Al6Fe37B7,1.0
Al6Fe41B3,0.0
Al6Ni27B17,1.0
Al6Ni29B15,1.0
Al6Ni31B13,1.0
Al6Ni35B9,1.0
Al6Ni37B7,0.0
Al6VCu3,1.0
Al6VGe3,1.0
Al70Si17Ni13,1.0
Al71Co4Si25,1.0
Al71Cr4Si25,1.0
Al71Fe15Cu14,1.0
Al71Si25Ni4,1.0
Al75Fe14Ni11,1.0
Al78Fe7Cu15,0.0
Al79(FeNi2)7,1.0
Al7Cr2Si,0.0
Al7CrSi2,0.0
Al7Fe2Ni,1.0
Al7Ni18,0.0
Al7Ni2Mo,1.0
Al7Ni3,0.0
Al7VCu2,1.0
Al7VGe2,0.0
Al8(Co5B)7,1.0
Al8(Co9B5)3,1.0
Al8(Fe11B3)3,1.0
Al8(Fe5B)7,1.0
Al8(Ni11B3)3,1.0
Al8(Ni5B)7,0.0
Al81Cr19,0.0
Al83Fe3Ni14,0.0
Al84Fe3Ni13,0.0
Al85(FeNi4)3,0.0
Al85Fe2Ni13,0.0
Al85Fe8Si7,0.0
Al85FeNi14,0.0
Al86(FeNi)7,0.0
Al86.7Fe1Ni12.3,1.0
Al86Fe3Ni11,1.0
Al86Fe5Ni9,0.0
Al86FeNi13,0.0
Al87.5Fe0.5Ni12,1.0
Al87.5Fe2Ni10.5,1.0
Al87Co2Ni11,1.0
Al87Co3Ni10,0.0
Al87Co5Ni8,0.0
Al87Fe3Ni10,1.0
Al87Fe4Ni9,0.0
Al87Fe6Ni7,0.0
Al87V5Cu8,0.0
Al87V8Cu5,0.0
Al88(FeNi3)3,1.0
Al88.5Fe3Ni8.5,1.0
Al88Co11Ni,0.0
Al88Co5Ni7,1.0
Al88Co7Ni5,0.0
Al88CoNi11,0.0
Al88Fe5Ni7,0.0
Al88FeNi11,1.0
Al89Co2Ni9,0.0
Al89Co3Ni8,0.0
Al89Co4Ni7,0.0
Al89Co5Ni6,0.0
Al89Co6Ni5,0.0
Al89CoNi10,0.0
Al89Fe2Ni9,0.0
Al89Fe3Ni8,0.0
Al89Fe4Ni7,0.0
Al89Fe5Ni6,0.0
Al89Fe6Ni5,0.0
Al89Fe7Ni4,0.0
Al89Fe9Ni2,0.0
Al89FeNi10,0.0
Al8Co25B17,1.0
Al8Co29B13,1.0
Al8Co37B5,0.0
Al8CrSi,0.0
Al8Fe29B13,1.0
Al8Fe37B5,0.0
Al8Ni25B17,1.0
Al8Ni31B11,1.0
Al8VCu,1.0
Al90FeNi9,0.0
Al91(Fe2Ni)3,0.0
Al91(FeNi2)3,0.0
Al91Co2Ni7,0.0
Al91CoNi8,0.0
Al91Fe2Ni7,0.0
Al91FeNi8,0.0
Al92Fe5Ni3,0.0
Al9Co,0.0
Al9Cr,0.0
Al9Cr3Si8,0.0
Al9Fe,0.0
Al9Ni,0.0
Al9V3Ge8,0.0
AlCu,0.0
B15(Mo3Ru2)17,1.0
B5(Mo3Rh7)2,1.0
B8Mo55.5Ru36.5,1.0
BMo3,0.0
BMo8P,1.0
BMo9,0.0
Ba10La53.5Cu36.5,1.0
Ba10La56.5Cu33.5,1.0
Ba2La11Cu7,1.0
Ba2La59Cu39,1.0
Ba2La71Cu27,1.0
Ba3La56Cu41,1.0
Ba3La57Cu40,1.0
Ba4(La23Cu9)3,1.0
Ba4La31Cu15,1.0
Ba5La53Cu42,1.0
Ba67La28Cu5,1.0
Ba7La65Cu28,1.0
Ba9.5La52.5Cu38,1.0
Ba9La60Cu31,1.0
BaLa61Cu38,1.0
Be2Fe7B,1.0
Ca(La5Cu2)7,1.0
Ca1.25Al88.75Ni10,0.0
Ca1.5La71Cu27.5,1.0
Ca10Al87.5Fe2.5,0.0
Ca10Al87.5Ni2.5,0.0
Ca11Al89,1.0
Ca11Mg89,0.0
Ca12Mg7Ga,1.0
Ca14(MgAl)3,1.0
Ca1La61.5Cu37.5,1.0
Ca1La71.5Cu27.5,1.0
Ca2.5Al87.5Ni10,0.0
Ca2.5Al92.5Fe5,0.0
Ca2Al17Co,1.0
Ca2Al17Cu,1.0
Ca2Al17Fe,1.0
Ca2Al17Ni,1.0
Ca2La60.5Cu37.5,1.0
Ca2Mg17Zn,1.0
Ca2MgAl17,1.0
Ca3Al2,1.0
Ca3AlGa,1.0
Ca3La59.5Cu37.5,1.0
Ca3La68.5Cu28.5,1.0
Ca3Mg2,1.0
Ca3MgGa,1.0
Ca4La58.5Cu37.5,1.0
Ca4La67Cu29,1.0
Ca5(Mg3Cu2)3,1.0
Ca5La57.5Cu37.5,1.0
Ca5Mg3Cu2,1.0
Ca6.5La56.5Cu37,1.0
Ca6Al3Ga,1.0
Ca6AlGa3,1.0
Ca6La63Cu31,1.0
Ca6MgGa3,1.0
Ca7.5Al87.5Fe5,1.0
Ca7.5Al87.5Ni5,1.0
Ca7.5Al90Fe2.5,1.0
Ca7.5Al92.5,0.0
Ca7.5La56.5Cu36,1.0
Ca7.5Mg82.5Cu10,1.0
Ca7.5Mg82.5Zn10,0.0
Ca7.5Mg87.5Zn5,0.0
Ca7.5Mg92.5,0.0
Ca7Al3,1.0
Ca7Cu3,1.0
Ca7La61Cu32,1.0
Ca7MgCu2,1.0
Ca8.5La58.5Cu33,1.0
Ca8La59.5Cu32.5,1.0
Ca9La57.5Cu33.5,1.0
CaAl17Ni2,0.0
CaMg17Cu2,0.0
CaMg17Zn2,0.0
CaMg18Cu,0.0
CaMg18Zn,0.0
CaMg8Zn,1.0
CaMg9,0.0
Ce(Al2Ni)3,1.0
Ce(Cu2Ag)3,1.0
Ce(Cu7Ag5)2,1.0
Ce(CuAg2)3,0.0
Ce(Mg2Ni)3,1.0
Ce(MgNi)2,0.0
Ce10(Al29Cr)3,1.0
Ce10Al77Co13,0.0
Ce10Al83Cr7,0.0
Ce10Nb13Al77,0.0
Ce11Al89,1.0
Ce13Al85V2,0.0
Ce13Al87,1.0
Ce18Al77Fe5,0.0
Ce2(Al5Co)3,0.0
Ce2(Al5Cu)3,1.0
Ce2(Al5Fe)3,0.0
Ce2(Al5Ni)3,1.0
Ce2(Mg5Cu)3,1.0
Ce23Al60Fe17,0.0
Ce23Al64Fe13,0.0
Ce25.5Al62.5Fe12,0.0
Ce25Al62.5Fe12.5,0.0
Ce2Al17Co,1.0
Ce2Al17Fe,1.0
Ce2Al17Ni,1.0
Ce2Al22V,0.0
Ce2Al3Cu20,1.0
Ce2Al43Ni5,1.0
Ce2Al47Co,0.0
Ce2Al47Fe,0.0
Ce2Al7Fe,0.0
Ce2Al7Ni,0.0
Ce2Al83Cu15,0.0
Ce2Al93Cr5,0.0
Ce2Al95Co3,0.0
Ce2AlCu22,0.0
Ce2Cu23Ag25,1.0
Ce2Cu53Ag45,0.0
Ce2Mg17Ni,1.0
Ce2Mg5Ni3,1.0
Ce2Mg7Cu,0.0
Ce2Mg7Ni,0.0
Ce2Mn5Al93,0.0
Ce3Al13Fe4,0.0
Ce3Al13Ni4,1.0
Ce3Al14Cu3,0.0
Ce3Al14Fe3,0.0
Ce3Al14Ni3,1.0
Ce3Al15Co2,0.0
Ce3Al15Cu2,0.0
Ce3Al15Fe2,0.0
Ce3Al16Cr,0.0
Ce3Al16Cu,0.0
Ce3Al16Ni,0.0
Ce3Al22,1.0
Ce3Al3Cu44,0.0
Ce3Al42Ni5,1.0
Ce3Al43Ni4,1.0
Ce3Al47,0.0
Ce3Al4Cu43,0.0
Ce3Al5Cu42,0.0
Ce3Al6Cu41,0.0
Ce3Al7Cu40,0.0
Ce3Al90Co7,1.0
Ce3Al90Fe7,1.0
Ce3AlCu46,0.0
Ce3Cu37Ag10,1.0
Ce3Cu37Ag60,0.0
Ce3Cu42Ag5,1.0
Ce3Cu52Ag45,1.0
Ce3Cu62Ag35,0.0
Ce3Cu87Ag10,0.0
Ce3Mg12Cu5,0.0
Ce3Mg13Cu4,1.0
Ce3Mg15Cu2,0.0
Ce3Mg15Ni2,1.0
Ce3Mg16Cu,0.0
Ce3Mg4Ni3,0.0
Ce3Mg85Zn12,1.0
Ce3NbAl16,0.0
Ce3NbAl46,1.0
Ce4(Cu17Ag15)3,1.0
Ce4(Cu27Ag5)3,0.0
Ce4Al15Fe,0.0
Ce4Al3Cu43,0.0
Ce4Al41Ni5,1.0
Ce4Al7Cu39,0.0
Ce4Cu43Ag3,0.0
Ce4Mg11Cu5,0.0
Ce4Mg13Cu3,0.0
Ce4Mg15Cu,0.0
Ce4NbAl45,1.0
Ce5(Al2Cu13)3,0.0
Ce5(AlCu14)3,1.0
Ce5(Mg4Ni)9,1.0
Ce5Al13Fe2,0.0
Ce5Al44Co,1.0
Ce5Al44Fe,1.0
Ce5Al44V,1.0
Ce5Al4Cu41,1.0
Ce5Al7Cu38,0.0
Ce5Al83Co12,1.0
Ce5Al91Ni4,1.0
Ce5AlCu44,0.0
Ce5Mn2Al43,1.0
Ce5MnAl44,1.0
Ce5NbAl44,1.0
Ce6Al85Ni9,1.0
Ce6Al89V5,0.0
Ce6Cu59Ag35,1.0
Ce6Cu69Ag25,1.0
Ce6Cu79Ag15,1.0
Ce6Mn5Al89,0.0
Ce7Al83Cu10,1.0
Ce7Al83Fe10,1.0
Ce7Nb10Al83,1.0
Ce8Al87Co5,1.0
Ce8Al87Cr5,0.0
Ce8Al87Cu5,1.0
Ce8Al87Fe5,1.0
Ce8Al89Cr3,0.0
Ce8Cu87Ag5,0.0
Ce8Mn5Al87,0.0
Ce8Nb5Al87,1.0
CeAl15Co4,0.0
CeAl15Cu4,0.0
CeAl15Ni4,1.0
CeAl16Ni3,1.0
CeAl17Co2,1.0
CeAl17Cu2,1.0
CeAl17Ni2,1.0
CeAl18Cu,0.0
CeAl18Fe,1.0
CeAl19,0.0
CeAl3Fe,0.0
CeAl3Ni,0.0
CeAl44Fe5,1.0
CeAl44Ni5,1.0
CeAl47Cr2,0.0
CeAl47V2,0.0
CeAl5Cu44,0.0
CeAl7Cu2,0.0
CeAl8Co,1.0
CeAl8Cr,0.0
CeAl8Cu,1.0
CeAl8Fe,1.0
CeAl8Ni,1.0
CeAl8V,0.0
CeAl9,1.0
CeAlCu23,0.0
CeAlCu8,0.0
CeCu11Ag8,1.0
CeCu12Ag7,1.0
CeCu13Ag6,0.0
CeCu15Ag4,0.0
CeCu24Ag25,0.0
CeCu29Ag20,0.0
CeCu2Ag7,0.0
CeCu4Ag5,1.0
CeCu5Ag4,1.0
CeCu8Ag,1.0
CeCu8Ag11,1.0
CeMg13Cu6,1.0
CeMg14Cu5,1.0
CeMg15Cu4,1.0
CeMg15Ni4,1.0
CeMg16Cu3,1.0
CeMg17Ni2,1.0
CeMg18Cu,0.0
CeMg18Ni,0.0
CeMg2Cu,0.0
CeMg3Cu,0.0
CeMg3Ni,1.0
CeMg7Ni2,1.0
CeMg8Cu,1.0
CeMg8Ni,1.0
CeMn2Al17,0.0
CeMn2Al47,0.0
CeNb2Al17,0.0
CeNbAl18,0.0
CeNbAl8,1.0
Co,0.0
Co10Ni68.5P21.5,0.0
Co10Ni71P19,0.0
Co10Ni73P17,0.0
Co10Si16.5Pd73.5,1.0
Co11Mo9C5,1.0
Co12.5Ni66P21.5,0.0
Co12.5Ni68.5P19,0.0
Co12.5Si16.5Pd71,1.0
Co12B8C5,0.0
Co12Mo9C4,1.0
Co13(B2C)4,1.0
Co13(B3C)3,0.0
Co13B7,1.0
Co13B7C5,0.0
Co13Mo7C5,1.0
Co13Si3B4,1.0
Co13Si4B3,0.0
Co13SiB6,1.0
Co13W3C4,0.0
Co13W4C3,0.0
Co14(SiB)3,1.0
Co14(WC)3,1.0
Co14B8C3,1.0
Co14Mo6C5,1.0
Co14Mo7C4,1.0
Co14Ni67P19,0.0
Co14Ni69P17,0.0
Co14SiB5,1.0
Co15(B3C2)2,1.0
Co15(B4C)2,1.0
Co15(Mo3C2)2,1.0
Co15B9C,1.0
Co15Si16.5Pd68.5,1.0
Co15Si2B3,1.0
Co15Si2C3,0.0
Co15Si3B2,1.0
Co15Si4B,0.0
Co15Si4C,0.0
Co15SiB4,1.0
Co15SiC4,0.0
Co15W2C3,0.0
Co15WC4,0.0
Co16B4C5,0.0
Co16B5C4,1.0
Co16B7C2,1.0
Co16B8C,1.0
Co16B9,1.0
Co16Mo4C5,1.0
Co16Mo5C4,1.0
Co16Ni65P19,0.0
Co16Si3C,0.0
Co16SiB3,1.0
Co16SiC3,0.0
Co16W3C,0.0
Co16W5C4,0.0
Co16WC3,0.0
Co17(BC)4,0.0
Co17(MoC)4,1.0
Co17(SiB)4,1.0
Co17(WC)4,0.0
Co17B3,0.0
Co17B5C3,1.0
Co17C3,0.0
Co17Mo3C5,1.0
Co17SiB2,0.0
Co17SiC2,0.0
Co17W2C,0.0
Co17W5C3,0.0
Co18B3C4,0.0
Co18B4C3,1.0
Co18B7,1.0
Co18Mo3C4,1.0
Co18W3C4,1.0
Co18WC,0.0
Co19(B2C)2,1.0
Co19(BC)3,1.0
Co19B6,1.0
Co2(Ni11P3)7,1.0
Co20.9Si16.5Pd62.6,0.0
Co20B4C,1.0
Co21(BC)2,0.0
Co21B3C,0.0
Co21B4,1.0
Co22B3,1.0
Co23Mo16C11,1.0
Co23Mo20C7,0.0
Co25Mo14C11,1.0
Co25Mo16C9,1.0
Co25Mo18C7,0.0
Co27Mo14C9,1.0
Co29(Mo4C3)3,1.0
Co29(W4C3)3,0.0
Co2Ni78.5P19.5,1.0
Co3.5Ni75.5P21,1.0
Co3.5Ni78.5P18,1.0
Co3.5Ni79.5P17,0.0
Co31B18C,1.0
Co31B19,1.0
Co31Mo10C9,1.0
Co31Mo12C7,0.0
Co31W10C9,0.0
Co33Mo8C9,1.0
Co33Ni33B34,1.0
Co33W8C9,0.0
Co35(Mo2C3)3,1.0
Co35(W2C3)3,1.0
Co35W7C8,1.0
Co36(WC)7,1.0
Co36Mo5C9,1.0
Co36W5C9,0.0
Co37Mo4C9,0.0
Co37Mo5C8,0.0
Co37Mo6C7,0.0
Co37W5C8,0.0
Co38Mo5C7,0.0
Co38W5C7,0.0
Co39B11,1.0
Co39Si5B6,1.0
Co3B,1.0
Co3B2,1.0
Co3BC,1.0
Co3MoC,1.0
Co3Si,0.0
Co4.2Si16.5Pd79.3,1.0
Co41B9,1.0
Co41Si2B7,0.0
Co41Si4B5,0.0
Co4B,1.0
Co4Si,0.0
Co59B41,1.0
Co5Ni74P21,1.0
Co5Ni75.5P19.5,1.0
Co5Ni77P18,1.0
Co5Ni78P17,0.0
Co6.7Si16.5Pd76.8,1.0
Co60Si17.5B22.5,0.0
Co62.5Si12.5B25,1.0
Co62.5Si17.5B20,0.0
Co65Si22.5C12.5,1.0
Co65Si7.5B27.5,1.0
Co65W17.5C17.5,0.0
Co67.5Si12.5B20,1.0
Co67.5Si15C17.5,1.0
Co67.5Si17.5C15,1.0
Co67.5Si20C12.5,1.0
Co67.5Si22.5C10,1.0
Co67.5Si7.5B25,1.0
Co67.5W17.5C15,0.0
Co70W17.5C12.5,0.0
Co72.5W15C12.5,1.0
Co73Si13.5B13.5,1.0
Co74.5W7.5C18,0.0
Co75Si7.5B17.5,1.0
Co75W12.5C12.5,0.0
Co77.5Si10B12.5,1.0
Co77.5Si12.5B10,1.0
Co77.5W10C12.5,0.0
Co77.5W15C7.5,0.0
Co77.5W7.5C15,0.0
Co78(SiB)11,1.0
Co7B3,1.0
Co7MoC2,1.0
Co7Ni76P17,0.0
Co7Si2B,0.0
Co7Si3,0.0
Co7SiB2,1.0
Co7W2C,0.0
Co80.5Si7B12.5,0.0
Co80B7P13,1.0
Co80W7.5C12.5,0.0
Co81.5B18.5,1.0
Co82.5W7.5C10,0.0
Co83B17,1.0
Co85W2.5C12.5,0.0
Co9Ni69.5P21.5,0.0
Co9Ni72P19,1.0
Co9Ni74P17,0.0
CoNi38P11,0.0
CoNi40P9,1.0
Cr(Ge2Pd9)9,1.0
Cr0.5Si20Pd79.5,1.0
Cr10Co11C4,0.0
Cr10Fe13C2,0.0
Cr10Fe39B,0.0
Cr10Ni4Mo11,1.0
Cr10Ni71P19,1.0
Cr11(Co10C3)3,0.0
Cr11(Fe11B2)3,1.0
Cr11(Fe12B)3,0.0
Cr11Co9C5,1.0
Cr11Fe35B4,0.0
Cr11Fe74B15,1.0
Cr12Fe31B7,1.0
Cr12Fe73B15,1.0
Cr13(Ni3Mo)3,1.0
Cr13Co26C11,0.0
Cr13Co28C9,1.0
Cr13Fe28C9,1.0
Cr13Fe30B7,1.0
Cr13Fe32B5,1.0
Cr13Fe33B4,0.0
Cr13Fe34B3,0.0
Cr14(Fe3C)9,1.0
Cr14Fe29C7,0.0
Cr14FeB5,1.0
Cr15Co26C9,1.0
Cr15Fe26C9,1.0
Cr15Fe71B14,1.0
Cr15Fe73B12,1.0
Cr15Fe77B8,0.0
Cr15Fe79B6,0.0
Cr15Ni66P19,1.0
Cr17(Co8C3)3,1.0
Cr19(Ni5Mo22)3,0.0
Cr19Co22C9,1.0
Cr2(Fe5B)3,1.0
Cr2(Ge3Pd13)3,1.0
Cr2.5Fe77.5B20,1.0
Cr2.5Fe80.5B17,1.0
Cr20(Co7C3)3,1.0
Cr20(Fe7C3)3,1.0
Cr21Co18C11,1.0
Cr22Ni17Mo61,0.0
Cr23(Fe5P2)11,1.0
Cr23Co20C7,0.0
Cr23Ni17Mo10,1.0
Cr23Ni34Mo43,1.0
Cr24(NiMo)13,1.0
Cr24.5Fe56B19.5,1.0
Cr24Co17C9,1.0
Cr24Fe55B21,1.0
Cr24Fe56.5P19.5,1.0
Cr24Ni11Mo15,1.0
Cr25Fe57.5B17.5,1.0
Cr25Fe57.5P17.5,1.0
Cr26Fe59.5P14.5,1.0
Cr26Fe60.5P13.5,1.0
Cr27Ni8Mo15,1.0
Cr2Co18B5,1.0
Cr2Co2B,1.0
Cr2Fe18B5,1.0
Cr2Fe21B2,1.0
Cr2Fe22B,1.0
Cr2Fe7B,0.0
Cr3(Fe10B)2,0.0
Cr30Ni51P19,1.0
Cr35Ni27Mo38,1.0
Cr39Ni28Mo33,1.0
Cr3Co13B4,1.0
Cr3Fe13B4,1.0
Cr3Fe14B3,1.0
Cr3Fe15B2,0.0
Cr3Fe21B,0.0
Cr3Fe37B10,1.0
Cr3Fe5B2,1.0
Cr3Ge18Pd79,1.0
Cr3Ni13P4,1.0
Cr3Ni5B2,1.0
Cr3Ni77P20,1.0
Cr3NiP,1.0
Cr3Si10Pd37,1.0
Cr3Si20Pd77,1.0
Cr40Fe47C13,0.0
Cr43.5Ni40.5P16,1.0
Cr4Fe13B3,1.0
Cr4Fe19B2,0.0
Cr4Fe20B,0.0
Cr4Fe41B5,0.0
Cr4Fe43B3,1.0
Cr4Fe45B,1.0
Cr5(Fe13B2)3,1.0
Cr5(Fe4B)4,1.0
Cr5(Fe4B)9,1.0
Cr5(Fe9B)2,0.0
Cr5(Ni4P)19,1.0
Cr55.93Ni28.93P15.14,1.0
Cr58(Ni9P5)3,1.0
Cr59.81Ni25.31P14.88,1.0
Cr5Co11B4,1.0
Cr5Co3B2,1.0
Cr5Fe11B4,1.0
Cr5Fe37B8,1.0
Cr5Fe38B7,1.0
Cr5Fe41B4,1.0
Cr5Fe44B,1.0
Cr5Fe77B18,1.0
Cr5Fe81B14,1.0
Cr5Fe83B12,1.0
Cr5Fe87B8,0.0
Cr5Fe89B6,0.0
Cr5Fe91B4,0.0
Cr5Ge18Pd77,1.0
Cr5Ni3P2,1.0
Cr6.6Fe79B14.4,1.0
Cr69.6Ni16.2P14.2,0.0
Cr6Co14C5,0.0
Cr6Co15C4,0.0
Cr6Fe11B3,1.0
Cr6Fe16B3,1.0
Cr6Fe17B2,0.0
Cr6Fe39B5,0.0
Cr6Fe41B3,0.0
Cr7(Co7C2)2,0.0
Cr7(Fe26B5)3,1.0
Cr7(Ge6Pd25)3,1.0
Cr72.5Ni13.5P14,0.0
Cr73Fe10P17,1.0
Cr7Co13C5,1.0
Cr7Fe34B9,1.0
Cr7Fe36B7,1.0
Cr7Fe37B6,1.0
Cr7Fe38B5,0.0
Cr7Fe39B4,0.0
Cr7Fe40B3,0.0
Cr7Fe77B16,1.0
Cr7Fe79B14,1.0
Cr7Fe9B4,1.0
Cr7Ni34P9,1.0
Cr7Ni73P20,1.0
Cr7NiP2,0.0
Cr7Si20Pd73,1.0
Cr8(Fe13B)3,0.0
Cr85(Fe2B3)3,1.0
Cr8Co13C4,0.0
Cr8Fe41B,0.0
Cr9(Co3C)4,0.0
Cr9Co11C5,1.0
Cr9Co7B4,1.0
Cr9Fe35B6,1.0
Cr9Fe37B4,0.0
Cr9Fe76B15,1.0
Cr9Ni31P10,1.0
CrCo7B2,1.0
CrFe15B4,1.0
CrFe16B3,1.0
CrFe17B2,0.0
CrFe19P5,1.0
CrFe39P10,1.0
CrFe79B20,1.0
CrFe8B,0.0
CrNi15P4,1.0
CrNi3B,1.0
CrNi3P,1.0
CrNi7P2,1.0
CrSi20Pd79,1.0
CrSi4Pd15,1.0
CrSi5Pd19,1.0
Cu(Ni25P8)3,0.0
Cu(Ni5P)4,0.0
Cu10Si15.8Pd74.2,1.0
Cu12.5Si17Pd70.5,1.0
Cu12Ni67P21,0.0
Cu13(Ni22P7)3,0.0
Cu13(Ni23P6)3,0.0
Cu13Ag12,0.0
Cu13Ni67P20,0.0
Cu14.5Si16.5Pd69,1.0
