element,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134
Ti,-0.97152105965211,-0.318947291810808,-0.281288509887195,-0.21245782980169398,-0.14140677897022502,0.655470992746619,0.031730944510817004,0.253787503664203,-0.33338329619008505,-0.327734733980227,-0.362106700278291,-0.585210048310657,-0.229200933327552,-0.109793737865169,-0.057969876004283,-0.160573010480104,-0.335637303423146,-0.093053114794677,-0.967147429123328,-0.96747379939805,-0.968451157839437,-0.9700149973849472,-0.972030596481984,-0.974440726201028,-0.9770663000528221,-0.9797609106173649,-0.9824447394702279,-0.98495700177768,-0.987233070183918,-0.989246506478733,-0.990952323673322,-0.99238316191311,-0.9935503920945792,-0.9944584277525009,-0.9951710988642912,-0.9957541165974549,-0.9962257951034029,-0.996679662269004,-0.9971179036923172,-0.997992420515638,-0.999290219601638,-1.0000363528347769,-1.0008614355283878,-1.002768109499616,-1.004987109833344,-1.007351455335827,-1.009840186866145,-1.011048976082775,-1.012242973917554,-1.014552449335722,-1.0165778586909258,-1.0183061585559159,-1.019616648117491,-1.020096318412717,-1.020486615643092,-1.020884607540675,-1.0207507959305309,-1.018332931509664,-1.012649032960878,-1.005558640560775,-0.9963899556849599,-0.9761592672891479,-0.957464027191838,-0.943661949745362,-0.9363258512789692,-0.9356054876136508,-0.9406209825612528,-0.9500778900025192,-0.962282000623484,-0.975718813808867,-0.9893115514408172,-1.0015982467394442,-1.0119996716331972,-1.0201794956076802,-1.025636180236176,-0.9928134981984552,-0.9616991444565269,-0.9470559840306949,-0.9339111292588331,-0.9284577103005259,0.184583943953626,0.7367922457769721,-0.4394666209178421,-0.51096314088158,1.7693082076840418,-0.44780316079175,-0.8158193891772741,0.442745019776957,-0.5701889578367061,-0.40688341578769305,-0.680729363320218,0.16726121142981698,-0.11710376972445,-0.368359172241456,-0.39228938267113306,0.499180983434949,0.516019380622842,-0.910781169004633,-0.430091465600474,-0.324627948486299,0.38262001397162704,0.27499186897183003,-0.6863928828511711,-0.6790515341099881,-0.5258117000302379,-0.456137195436781,0.29883225375457106,0.054142819110430014,0.10574725822272399,0.0010051615269989999,-0.242695457959881,1.061560233176563,-0.101017297115612,-0.504069264254423,-0.195527666165606,0.625500684046661,-0.5676661859378511,0.7920659988177181,0.8618701338396869,0.8937862275980921,0.227411463148591,0.3642991374486621,0.7653954376574501,0.646611043640516,0.7412340029108601,0.271145399490334,0.6826816787363851,0.21697637755970395,-0.5278239616635501,-0.32238190912154197,-0.613542632997909,-0.585818165522842,-0.5858176024631281,-0.21646153795642,-0.577856787632379
V,-0.930226864239172,-0.22044886345747006,-0.282110798114385,-0.21363264951462704,0.35351694742556405,0.655470992746619,-0.20747156026303698,0.01687596209769,-0.18920871063497105,-0.14243855746063502,-0.385681825092955,-0.10887193449892302,-0.22462275588839706,-0.015673843614061,-0.057969876004283,-0.032062148683042004,-0.363388795290236,-0.093053114794677,-0.931978431700662,-0.9322058739514599,-0.932908312042308,-0.93407641765597,-0.9355834455120432,-0.937409812705424,-0.9394156937587912,-0.941566594131177,-0.943752429007753,-0.945853491066419,-0.947847348685566,-0.949638736611232,-0.95122357586438,-0.952600706873964,-0.953784585638429,-0.954743919505558,-0.9555831502574372,-0.9562922200165872,-0.956929677582716,-0.9575508041727,-0.95811800739191,-0.9593000877346012,-0.960877212897062,-0.961770700825577,-0.962748953792208,-0.9649817781613652,-0.9675572608264252,-0.970404905353076,-0.973418721989738,-0.9750018752175179,-0.9765356331545952,-0.979563154915284,-0.9825102195853992,-0.985169404053632,-0.9875751923860572,-0.988626955490914,-0.9895522056837142,-0.99112172035133,-0.9922800659477912,-0.9929866735798579,-0.9902266830735772,-0.9856454330860149,-0.9784942660843352,-0.96026216525642,-0.9409389640078892,-0.9244947484696652,-0.9134084081239272,-0.908430013324452,-0.909407575910306,-0.9154144543450942,-0.9250808594572472,-0.9371284145026,-0.9501656130693952,-0.962720873252266,-0.9743309706654609,-0.984097538519707,-1.001155645118021,-0.97665389895655,-0.9483048652557032,-0.9321442521100892,-0.911558958709006,-0.9001385624659761,0.7498722723116059,0.5275005353823531,-0.4394666209178421,-0.51096314088158,1.47035613121329,-0.44780316079175,-0.689115268512658,0.442745019776957,-0.5701889578367061,-0.17232709374537605,-0.680729363320218,0.007454538670967002,-0.17281333007879998,-0.558956843200604,-0.4878033193214961,0.30993635528553004,0.33069113984209997,-1.018961097571678,-0.662797959065464,-0.44953387291369296,0.291960532904849,0.06170674154768201,-1.115873032525741,-0.910124032070695,-0.255261483209338,-0.464854750924627,0.8546620606925459,0.11902151818712199,0.209778357160254,-0.110511597582678,-0.283295718351717,1.529176382637416,-0.101017297115612,-0.28282108984040905,0.273611075831302,1.02451820747431,-0.8284174689090691,1.2876691564207459,0.9412529093249212,0.9827382437498272,0.35117179060282705,0.6559881762013471,0.9021498642190949,0.7228351352962481,1.008723227294672,0.158193362211016,0.9015437494787399,0.8482133744752399,-0.5673058656989051,-0.32238190912154197,-0.9155400428709892,-0.9614692674479952,-0.9614684854318052,-0.21654501344660604,-0.7982365097711781
Cr,-0.916062330662172,-0.12195043510413199,-0.28366049515793396,-0.214914271019646,1.8382881266129343,-0.8383931302573031,0.5101359540585261,-0.24846496445680305,-0.141150515449933,0.005798383755037001,-0.37978804388928905,0.047286594329774,-0.22780601988905905,-0.109793737865169,-0.057969876004283,-0.160573010480104,-0.35645092232346404,-0.311215919815687,-0.8968094342779951,-0.8968323559137121,-0.8969070763688258,-0.8970059141560021,-0.8971824998994631,-0.8973792880877081,-0.8976335800947071,-0.8979831174589651,-0.8983199326360901,-0.8987456936555771,-0.89917044664578,-0.8996530590875901,-0.90015989621611,-0.9007353285277991,-0.901364279538567,-0.9020621985269129,-0.9028252720548172,-0.903728973770871,-0.9046809858285372,-0.9057815536461079,-0.9069992694882479,-0.909730725781212,-0.913051747595999,-0.91480636196546,-0.9167108082404379,-0.9207797348277452,-0.92510964220626,-0.929625150809614,-0.9342137513779591,-0.936475344134016,-0.938756206490412,-0.9432451531117909,-0.9474878826288312,-0.951468401409669,-0.9550625387762192,-0.956734475084448,-0.9582972318905609,-0.9610317684675972,-0.96336448080907,-0.9668227944265092,-0.966762857918286,-0.964511738701512,-0.959320312940808,-0.943629086277732,-0.924895213343862,-0.9070700200372129,-0.8931316580073261,-0.8847150863230161,-0.8818083531873641,-0.8843936170109921,-0.8911473860961521,-0.9009499151529752,-0.9125855122328299,-0.924747624729906,-0.936503330031194,-0.947180350943586,-0.9740007658272952,-0.9582907179998392,-0.934037046106998,-0.917579304652754,-0.8906037988185431,-0.873518563501499,1.315160600669587,0.318208824987735,2.25226643220394,-0.51096314088158,0.8724519782717861,-0.44780316079175,-0.562411147848042,-1.9677556434531465,-0.5701889578367061,0.29678555033925896,-0.680729363320218,-0.31215880684673303,-0.5070706922049,-0.5970763773924339,-0.6310742242970401,0.24685481256905606,0.39246722010234797,-1.0730510618551998,-0.77915120579796,-0.324627948486299,0.20130105183807,-0.15157838587646402,-1.3140946400678508,-1.024136056130463,-0.08142073253839201,-0.6174119719619401,0.8546620606925459,1.5896053639254832,1.5188363521241761,0.520134902209982,-0.232011178909398,2.2306006068286948,-0.101017297115612,-0.026173207520153,0.690623290939666,1.323781350045048,-0.9699681653791592,1.0123340688635079,0.4252648686708979,0.360074130687685,0.7514936170806861,0.4923577398278901,0.345363984646681,0.25532737314109305,1.0054072451742109,0.8641435952067551,0.32584134600428405,1.16160920745091,-0.5782137791260901,-0.32238190912154197,-1.0625015962337478,-1.1740454677176722,-1.174044639358382,-0.21654501344660604,-0.9072286549593892
Mn,-0.8765485067154771,-0.023452006750793997,-0.27559574523742103,-0.208292559910383,1.343364400217144,-0.8383931302573031,0.270933449284671,-0.4095648127220311,-0.317363897795072,0.12932916810143202,-0.18529326416831304,-1.210826979541153,-0.21228313700942605,-0.29803352636738395,-0.27723069608995504,-0.28908387227716603,-0.120563241453199,0.12510969022633198,-0.8616404368553291,-0.861705220588665,-0.8619636634869271,-0.86234074866939,-0.8629022848059009,-0.8636336629639421,-0.8644737426811661,-0.8654673120412729,-0.866549975269538,-0.867646469643898,-0.8687427557889711,-0.8698259072269551,-0.870824640724958,-0.8717439119137881,-0.8726040530755851,-0.8733407900286371,-0.874023378547165,-0.8746455559907721,-0.875228824725304,-0.8757908136443111,-0.8764174947041949,-0.8776808535634429,-0.879429767113958,-0.880397270629079,-0.8815000722728079,-0.8840995607300751,-0.88709212648788,-0.8905541742028551,-0.894395465943132,-0.8964230098392859,-0.898471001527075,-0.9027441836209041,-0.9070890893532499,-0.9114067833504058,-0.9155866276299752,-0.91759610775313,-0.9195624353093029,-0.9233103070481352,-0.926663930440694,-0.9333587257772492,-0.936805128150826,-0.9380464436060252,-0.9360424610542801,-0.9252296626287412,-0.9086910251731932,-0.8907778989528711,-0.8748354276695551,-0.862933994570625,-0.8562900242411511,-0.8547828177375311,-0.8579679899208601,-0.8647714158033499,-0.8742936670622391,-0.885267501266182,-0.8967684133985621,-0.9077574719030219,-0.9433486672339749,-0.9377239553283232,-0.918604507027788,-0.903014357195418,-0.871045649587445,-0.848031330450405,0.184583943953626,0.108917114593117,-0.4394666209178421,-0.51096314088158,0.8724519782717861,-0.44780316079175,-0.43570702718342497,0.442745019776957,-0.5701889578367061,0.29678555033925896,-0.680729363320218,-0.06103403536854,-0.590635032736425,-0.8257935825434121,-0.6310742242970401,-0.005471358296837,0.104178845554526,-1.181230990422244,-0.7209745824317121,-0.324627948486299,0.110641570771292,-0.36486351330061206,-1.3471315746582022,-1.012551946734016,-0.025724181352555,0.114862689017159,0.4099982151421661,0.78943474197961,0.8166264342958471,-0.6642499876445269,-0.258840590747278,1.061560233176563,-0.101017297115612,-0.670447891413762,0.482117183385484,0.9247638266173992,-0.955068092066518,0.24139582370324306,-0.28918011069621,-0.17363796622272198,-0.14678700421412902,-0.026991036487866,-0.23584232824031195,-0.132145092775544,0.274785851299421,0.24290739017050506,-0.235587444160887,-0.288680019617352,-0.4413906041807471,-0.32238190912154197,-0.9366335825891772,-1.262259282830786,-1.262258821336792,-0.21541990901366398,-0.9492932751078672
Fe,-0.8643670212704481,0.07504642160254299,-0.284087452506667,-0.21555508177215504,0.848440673821354,0.157516285078644,0.9885409636062352,-0.450313597871472,0.13117925726528099,0.191094560274629,-0.046789405882162995,-0.5033087220018989,-0.218290743052923,-0.48627331486959896,-0.496491516175627,-0.417594734074228,0.039007836782567,0.34327249524734205,-0.8264714394326621,-0.8264724926724609,-0.8264913392092359,-0.8265436594117871,-0.8266682750697021,-0.826852717061847,-0.8271823978975731,-0.8275623464375571,-0.8280762654311451,-0.8286531096670351,-0.8292459843239881,-0.829882161931737,-0.830493371622232,-0.8310495381344891,-0.8316111436236809,-0.8321166659711371,-0.8325595942708841,-0.8330132550979571,-0.8334219005070481,-0.8338842896954911,-0.8343675543761231,-0.8354597136081691,-0.8370737034297719,-0.8379751032280619,-0.8390566267029731,-0.8415788764021379,-0.8446897129993659,-0.8482503744726051,-0.852265455406045,-0.8544634215305219,-0.856691967193087,-0.8613574092079811,-0.8661878235244901,-0.8711399841487141,-0.8760583611639081,-0.878457740421813,-0.880827638728045,-0.885479824063877,-0.8898521662833241,-0.8992522404523481,-0.90568339661326,-0.909911008528784,-0.9108135753391132,-0.9048431012256591,-0.8914439932093641,-0.8745729015106911,-0.8577652333853469,-0.8436974228827661,-0.8338382755974871,-0.8288146167873921,-0.8284333001436109,-0.8320767719466521,-0.8389911480945571,-0.8480476902145031,-0.8583050140981731,-0.869002777252977,-0.9104336620330952,-0.9144639261164892,-0.901716068035444,-0.8884494097380821,-0.8528845110157101,-0.8231104803560011,-0.3807043844043541,-0.1003745958015,-0.4394666209178421,-0.51096314088158,0.5734999018010339,-0.44780316079175,-0.30900290651880896,0.442745019776957,-0.5701889578367061,0.531341872381576,-0.680729363320218,-0.243670232807226,-0.67419937326795,-0.673315445776093,-0.6788311926222211,-0.131634443729784,-0.039965341719383006,-1.2353209547057658,-0.9245927642135792,-0.324627948486299,0.019982089704514,-0.57814864072476,-1.3801685092485538,-1.038158925399846,0.042461899493135,-0.31665630763123803,0.9658280220801412,0.875939674081866,0.9293267914781712,-0.287400249963546,-0.28567000258515696,0.126327934254857,-0.101017297115612,0.159675258987618,0.9825318415155192,1.456787191187598,-0.98859325701996,1.205068630153575,0.584030419641367,0.7158821952946229,0.6932959079679221,0.015695164305209,0.38443667795000797,0.3760155182626681,0.5975414443575731,0.4123354460894821,0.411483025859989,0.9193386699023421,-0.570151408332083,-0.32238190912154197,-0.7459238970929509,-1.2313821047003468,-1.231381591361661,7.443830140572068,-0.934776120226738
Co,-0.8228888857026291,0.17354484995588002,-0.256698929247201,-0.194728732315602,0.35351694742556405,0.655470992746619,1.2277434683800892,-0.537497045167948,0.21127624924034305,0.24050687401318704,-0.052683187085829,0.032981162667845,-0.22429834909642,-0.392153420618491,-0.38686110613279107,-0.417594734074228,0.025132090849022005,0.34327249524734205,-0.7913024420099961,-0.7912045672258711,-0.7910542756912651,-0.7907819427720271,-0.7904697888724601,-0.7901789001284,-0.7899269792650251,-0.7897658874147672,-0.7897118559047931,-0.7897331835131051,-0.7897862295145491,-0.7899384166365191,-0.7901244449386441,-0.7902791711268451,-0.7904648462973081,-0.7906602933273981,-0.7908222506261451,-0.7910257971359129,-0.7912562896177111,-0.7914946934244951,-0.791788939749922,-0.792532812218049,-0.7938696705026591,-0.7946959223441961,-0.795660369089732,-0.7980847737024891,-0.801066760956278,-0.8046072623054811,-0.808720102969617,-0.81097803001053,-0.8133227274000201,-0.8182482363355431,-0.8234776565042861,-0.8289239640939461,-0.8344358819049371,-0.8371508959815981,-0.8399023226159851,-0.8453053774365021,-0.8505380918735631,-0.8624008838769841,-0.8716210290249009,-0.8788207104069009,-0.882691777395273,-0.8820278159009101,-0.8725123674258111,-0.8577580385733751,-0.8412609018950901,-0.8258857824310442,-0.814015024356009,-0.805313982443376,-0.8015378805166691,-0.802196011372703,-0.8058238621289531,-0.812485441598324,-0.821113132130029,-0.8307492208958199,-0.875667187789665,-0.8887554727770951,-0.8830805491473409,-0.8728441088909361,-0.835189042663764,-0.8004551620883611,0.184583943953626,-0.309666306196118,-0.4394666209178421,-0.51096314088158,0.27454782533028205,-0.44780316079175,-0.182298785854192,0.442745019776957,-0.5701889578367061,0.7658981944238941,-0.680729363320218,-0.33498833152656904,-0.8134732741538241,-0.9020326509270712,-0.9653730025733099,-0.22625675780449406,-0.16351750223987802,-1.289410918989289,-0.9245927642135792,-0.44953387291369296,-0.052545495148907995,-0.7914337681489081,-1.413205443838905,-1.0783984633032941,0.21562754045273705,-0.264350974704159,1.076993983467737,0.7245560429029181,0.911988274988583,-0.018221865905703,-0.23402932050782305,0.5939440837157101,-0.101017297115612,0.7791701473468571,1.1597620329365739,1.390284270616323,-1.040743513614204,1.2876691564207459,0.54433903189875,0.6269301791428891,0.7738229283965731,0.186439967477512,0.5211911045116541,0.417938768673321,0.55001236729764,0.34174042278990807,0.4638196079940301,1.176056533084541,-0.57868803623162,-0.32238190912154197,-0.43327360625007305,-1.2936372431929628,-1.293638120092007,5.403427845848528,-0.9638207303455749
Ni,-0.8261096180457891,0.27204327830921804,-0.28255356869825604,-0.21438026205922198,-0.14140677897022502,0.655470992746619,0.9885409636062352,-0.6303663694620211,0.259334444425381,0.28991918775174497,-0.12340856152982,0.554419606833601,-0.23030595513991706,-0.29803352636738395,-0.27723069608995504,-0.28908387227716603,-0.051184511785474014,0.34327249524734205,-0.756133444587329,-0.7559718393096658,-0.7556172121732941,-0.7550555987501111,-0.7543423497531321,-0.7535765025073831,-0.7528152652366521,-0.7520779349729041,-0.751456746690482,-0.7508866911821059,-0.7504375246717411,-0.7500693325474601,-0.7497555182550552,-0.7495088041192001,-0.749280202002318,-0.749126504488246,-0.7489676672520671,-0.7488410296909661,-0.7487718461318561,-0.7487427929118661,-0.7488036525867,-0.7491492416642029,-0.7500720591054979,-0.7507311306740501,-0.7515278476247711,-0.7536614989207531,-0.756449296016871,-0.7599019368263521,-0.7639952989504031,-0.7662052420310641,-0.7686042223689461,-0.7737119333109341,-0.779209824569228,-0.7849639043285329,-0.790928611132352,-0.7939400228603991,-0.7969467688900099,-0.8030050102956021,-0.8089997416839021,-0.8230382621150271,-0.8348630783899811,-0.8448397853935201,-0.851609790194187,-0.8565630135707071,-0.8516554915625749,-0.8398105682879501,-0.8245679494735161,-0.8087866075973911,-0.794848897465076,-0.78404590836204,-0.7771560515090681,-0.774325167429288,-0.7750765068990361,-0.7790328179000551,-0.7853517071606589,-0.793497941124439,-0.8392549632861921,-0.8605985953101378,-0.8624067703808511,-0.856198454653981,-0.8184249147513941,-0.7783662267774121,-0.945992712762334,-0.518958016590736,-0.4394666209178421,-0.51096314088158,-0.024404251140469003,-0.44780316079175,-0.055594665189576,0.442745019776957,-0.5701889578367061,1.000454516466212,-0.680729363320218,-0.6546016770442691,-0.8413280543309991,-0.9782717193107312,-0.7265881609474031,-0.100093672371547,0.08358681880111,-1.3705458654145721,-0.8955044525304551,-0.44953387291369296,-0.106941183788975,-1.004718895573056,-1.446242378429257,-1.09425040247738,0.21697775987542398,-0.246915863728466,1.076993983467737,0.7461822759284821,0.8339649507854351,-0.018221865905703,-0.282108576234996,0.126327934254857,-0.101017297115612,0.5136723380500401,1.264015086713665,1.390284270616323,-1.0519185685986852,1.1775351213978509,0.4252648686708979,0.5379781629911541,0.7397885230648441,0.25758363546597196,0.535843364500402,0.409045957980152,0.505799272358167,0.355859427449823,0.4876089635095041,1.116044565067923,-0.5767910078095001,-0.32238190912154197,-0.035275476831571,-1.283883703878368,-1.2838838069641358,1.9443632247832512,-0.959329295791115
Cu,-0.760933422677169,0.370541706662556,-0.283122845163233,-0.214914271019646,-0.6363305053660151,-0.8383931302573031,-0.6858765698107451,-0.7763038790669928,0.24331504603036905,0.252859952447826,-0.096886546113323,0.6373037490580641,-0.236313561183413,-0.392153420618491,-0.38686110613279107,-0.417594734074228,-0.016495146951612,0.12510969022633198,-0.7209644471646629,-0.7206335188023041,-0.71979228029841,-0.7184449392821081,-0.7166518749196931,-0.7145815579199201,-0.71232649301015,-0.7099412127130481,-0.7075908881247379,-0.705321004052834,-0.7031672555426111,-0.7011662425131281,-0.6993320174814319,-0.6977194190013809,-0.696284691373197,-0.6950512919921651,-0.694060394011563,-0.693278679305104,-0.692737017294041,-0.6923843553245971,-0.692276169940646,-0.692688326876424,-0.6941060890723401,-0.6951538063113031,-0.69639467802232,-0.6995040404219021,-0.7034236765904031,-0.7080844004755441,-0.7133260589539521,-0.7161875055130029,-0.7191632890048492,-0.725484776444508,-0.73207789908105,-0.7390033284244361,-0.746060102044379,-0.7496184663419608,-0.7531363782739671,-0.7602685568955171,-0.76723896391625,-0.7838508449009709,-0.798227654257177,-0.8107303880738511,-0.8200568637930851,-0.8299206481269681,-0.8291942406329361,-0.8204691197279291,-0.807026202861014,-0.791789213566319,-0.776997019275236,-0.7645403818565061,-0.75516213358984,-0.7494022012106569,-0.7474608267388331,-0.7485939440845121,-0.7526101358553701,-0.7587523528175021,-0.8026370200002131,-0.8304829785411331,-0.8396947317359751,-0.8381656625639461,-0.8016607868390231,-0.757410057379846,-0.945992712762334,-0.7282497269853551,2.25226643220394,-0.51096314088158,-0.6223084040819731,-0.44780316079175,0.07110945547503901,-1.9677556434531465,-0.5701889578367061,1.4695671605508471,-0.680729363320218,-0.4719654796055831,-0.7856184939766491,-0.4445982406251151,0.18079423723104399,-0.352419843237441,-0.039965341719383006,-1.424635829698094,-0.8955044525304551,-0.44953387291369296,-0.17946876864239705,-1.5818433580148672,-1.3140946400678508,-1.036329855495144,0.219003089009455,-0.11179375366684698,0.6323301379173559,0.14064775121268602,0.22711687364984198,0.20481165231365198,-0.314042699174773,-0.341288215205995,-0.101017297115612,4.496139477502293,0.482117183385484,0.45924338261847397,-0.9848682386918,0.4891974025047571,-0.090723171983124,0.004266066080746,1.274102473241241,-0.034105403286712,0.15488460479295998,0.417938768673321,0.09657391887214099,0.053712727727647014,0.035611208715509005,0.5714915219541691,-0.5540266667440711,-0.32238190912154197,0.44875463541421207,-1.188849293340034,-1.188848695193342,-0.21654501344660604,-0.9144149502465232
Zn,-0.7363006191685241,0.5347057539181189,-0.28524181867176,-0.21656969879696206,-1.131254231761806,-0.8383931302573031,-0.9250790745846,-0.8047332640549741,-0.15716991384494602,-0.068320086852798,0.39229729379094896,-1.2981883942704942,-0.236586821149313,-0.768632997622922,-0.8253827463041341,-0.8031273194654142,0.517721071489867,0.9977609103103732,-0.6857954497419959,-0.685506383477257,-0.68481360665679,-0.683673655941966,-0.6822295656703029,-0.680550255546429,-0.6787714679351251,-0.67695521211134,-0.6752015623232881,-0.6735241587233021,-0.671962214919386,-0.6705178173847409,-0.6692059527921871,-0.668006066718083,-0.6669109134123381,-0.665865386321409,-0.664945861225673,-0.6640768758352621,-0.663284856190808,-0.6626351514838881,-0.6620604004399131,-0.661219669957941,-0.6610776870603471,-0.6612589230646311,-0.6616170384380571,-0.6628681126138559,-0.664954109555514,-0.667812660994345,-0.671479116796734,-0.673560378299327,-0.675842237255997,-0.680899262035342,-0.686503638507726,-0.6925810949498741,-0.6990450248436801,-0.7024408668020491,-0.7058532127920171,-0.7127896654268009,-0.7198618898043461,-0.7374216397069709,-0.7536280074868069,-0.7686557077642779,-0.7809689101917191,-0.7971696740317641,-0.802481395777329,-0.798601085545202,-0.7883527306606091,-0.7746900387326661,-0.7598022654359431,-0.7459748807247331,-0.734425010980282,-0.725953173854419,-0.720841588646266,-0.7189085077396511,-0.720186443883142,-0.724006764510565,-0.764167607671684,-0.7976740952318101,-0.8143620732474591,-0.8187457326208321,-0.7853623291464411,-0.7375866538956609,-0.945992712762334,-0.9375414373799732,-0.4394666209178421,-0.51096314088158,-0.6223084040819731,-0.44780316079175,0.19781357613965606,0.442745019776957,-0.5701889578367061,1.4695671605508471,-0.680729363320218,-0.7002607264039411,-0.6184898129136001,-0.25400056966596696,0.20467272139363504,-0.541664471386861,-0.24588560925354105,-1.4787257939816159,-0.488268088966721,-0.44953387291369296,-0.233864457282464,-1.6069357259471202,-1.115873032525741,-0.8302546462320342,-0.08142073253839201,0.485358797250632,-0.145831591795808,0.032516586084866,0.03639319226437,-0.387380792613602,-0.30826887160708805,-0.575096289936421,-0.101017297115612,0.7791701473468571,0.117231495165665,-0.039528521666087,-0.731566992376903,-0.4304217899364161,-0.7654767636076171,-0.885254095436599,0.8396182948073491,-0.443181494220356,-0.7291350811948201,-0.8651667741981651,-0.6385682639602099,0.008531912815919,-0.9825732073467512,-0.28645735413525497,-0.442576246944572,-0.32238190912154197,1.0819590679254472,-0.85832716329235,-0.8583270548159151,-0.21654501344660604,-0.7413450054146951
Ga,-0.677968958515283,0.698869801173682,-0.283818627509317,-0.21555508177215504,-0.6363305053660151,-0.34043842258932905,-0.6858765698107451,-0.6303663694620211,0.09914046047525502,0.14168224653607098,-0.6066986202304281,-0.217090886994894,-0.236815730021271,0.078446050637045,0.051660534038551996,-0.032062148683042004,-0.6409037139611351,-1.402029944920739,-0.65062645231933,-0.650449643212982,-0.650152279852645,-0.649609824958693,-0.6489440096675401,-0.6481615973588559,-0.6473720119227361,-0.6465372005915639,-0.6457633449469421,-0.6449951185142421,-0.6442737565728011,-0.6435277913581591,-0.642770331027375,-0.6420163826237409,-0.6412184444387401,-0.6403567499327779,-0.639465760049297,-0.63850556685086,-0.637539124022082,-0.636549246086352,-0.63554535102608,-0.6377634810939,-0.632077138952256,-0.631434853861492,-0.6309538144957679,-0.6303913360303951,-0.6305530043692039,-0.6315126756362921,-0.633264885514494,-0.6344616710116141,-0.6358943486021611,-0.6392664306996311,-0.643441740700297,-0.6482619681852091,-0.6536529625574811,-0.6565326197161241,-0.659585166117025,-0.6659103925644639,-0.6725404225869399,-0.6898828057095922,-0.707006673431517,-0.7238188728694971,-0.738517105161664,-0.7606652175121661,-0.772158707022317,-0.7737708475289591,-0.7676044282157151,-0.756369494268038,-0.7424979908715581,-0.7282319017950011,-0.7150703632113611,-0.704246074244644,-0.6962152346889721,-0.6914833838068349,-0.6898289675758101,-0.6910986832775521,-0.7252867577781441,-0.7629064726204371,-0.7866999748979301,-0.796898311434828,-0.7685982012340711,-0.718329633368167,-0.3807043844043541,0.108917114593117,-0.4394666209178421,2.827329379544744,-0.6223084040819731,-0.44780316079175,0.32451769680427195,0.442745019776957,-0.038012597189113005,1.4695671605508471,-0.680729363320218,-0.7002607264039411,-0.4513611318505501,-0.368359172241456,0.22855120555622505,-0.7309090995362809,-0.503285943671239,-1.5057707761233772,-0.662797959065464,-0.5744397973410871,-0.342655834562598,-0.402502065198991,-1.08283609793539,-0.5613813702408149,-0.29002963334352805,4.399541211293679,-0.32369713001596,-0.17996115339130103,-0.252582082562101,-0.838575036367702,-0.302495044039403,-1.0427124393972742,-0.101017297115612,-0.096972623332637,0.117231495165665,-0.072779981951724,-0.429840507795922,-0.309274351411231,-0.805168151350234,-0.9208349018972932,0.32710451347346303,-0.568394349880046,-0.060015208375339,-0.041311383552463006,-1.069391714324169,-0.011234693707959998,-0.28792402629492797,-0.318686003625661,-0.431905462070152,-0.32238190912154197,0.622164577700406,-0.3899713131993071,-0.3899712635580821,-0.21654501344660604,-0.4480543290085081
